SID	Run	Trial	Stage	Expression	Decision	Time
101	1	1	1	0	None	1414017318.91
101	1	1	1	0	None	1414017318.94
101	1	1	1	0	None	1414017318.97
101	1	1	1	0	None	1414017319
101	1	1	1	0	None	1414017319.03
101	1	1	1	0	None	1414017319.06
101	1	1	1	0	None	1414017319.09
101	1	1	1	0	None	1414017319.12
101	1	1	1	0	None	1414017319.16
101	1	1	1	0	None	1414017319.19
101	1	1	1	0	None	1414017319.23
101	1	1	1	0	None	1414017319.26
101	1	1	1	0	None	1414017319.29
101	1	1	1	0	None	1414017319.33
101	1	1	1	0	None	1414017319.35
101	1	1	1	0	None	1414017319.39
101	1	1	1	0	None	1414017319.43
101	1	1	1	0	None	1414017319.46
101	1	1	1	0	None	1414017319.5
101	1	1	1	0	None	1414017319.52
101	1	1	1	0	None	1414017319.55
101	1	1	1	0	None	1414017319.59
101	1	1	1	0	None	1414017319.63
101	1	1	1	0	None	1414017319.66
101	1	1	1	0	None	1414017319.69
101	1	1	1	0	None	1414017319.72
101	1	1	1	0	None	1414017319.75
101	1	1	1	0	None	1414017319.79
101	1	1	1	0	None	1414017319.81
101	1	1	1	0	None	1414017319.85
101	1	1	1	0	None	1414017319.89
101	1	1	1	0	None	1414017319.92
101	1	1	1	0	None	1414017319.96
101	1	1	1	0	None	1414017319.98
101	1	1	1	0	None	1414017320.01
101	1	1	1	0	None	1414017320.05
101	1	1	1	0	None	1414017320.09
101	1	1	1	0	None	1414017320.12
101	1	1	1	0	None	1414017320.15
101	1	1	1	0	None	1414017320.19
101	1	1	1	0	None	1414017320.22
101	1	1	1	0	None	1414017320.25
101	1	1	1	0	None	1414017320.28
101	1	1	1	0	None	1414017320.31
101	1	1	1	0	None	1414017320.35
101	1	1	1	0	None	1414017320.39
101	1	1	1	0	None	1414017320.42
101	1	1	1	0	None	1414017320.45
101	1	1	1	0	None	1414017320.48
101	1	1	1	0	None	1414017320.51
101	1	1	1	0	None	1414017320.55
101	1	1	1	0	None	1414017320.58
101	1	1	1	0	None	1414017320.62
101	1	1	1	0	None	1414017320.64
101	1	1	2	1	None	1414017320.68
101	1	1	2	1	None	1414017320.71
101	1	1	2	1	None	1414017320.74
101	1	1	2	1	None	1414017320.78
101	1	1	2	1	None	1414017320.81
101	1	1	2	1	None	1414017320.85
101	1	1	2	1	None	1414017320.87
101	1	1	2	1	None	1414017320.91
101	1	1	2	1	None	1414017320.94
101	1	1	2	1	None	1414017320.97
101	1	1	2	1	None	1414017321.01
101	1	1	2	1	None	1414017321.05
101	1	1	2	1	None	1414017321.08
101	1	1	2	1	None	1414017321.11
101	1	1	2	1	None	1414017321.14
101	1	1	2	1	None	1414017321.18
101	1	1	2	1	None	1414017321.2
101	1	1	2	1	None	1414017321.24
101	1	1	2	1	None	1414017321.27
101	1	1	2	1	None	1414017321.3
101	1	1	2	1	None	1414017321.34
101	1	1	2	1	None	1414017321.37
101	1	1	2	1	None	1414017321.41
101	1	1	2	1	None	1414017321.43
101	1	1	2	1	None	1414017321.48
101	1	1	2	1	None	1414017321.51
101	1	1	2	1	None	1414017321.53
101	1	1	2	1	None	1414017321.57
101	1	1	2	1	None	1414017321.6
101	1	1	2	1	None	1414017321.64
101	1	1	2	1	None	1414017321.67
101	1	1	2	1	None	1414017321.7
101	1	1	2	1	None	1414017321.73
101	1	1	2	1	None	1414017321.77
101	1	1	2	1	None	1414017321.8
101	1	1	2	1	None	1414017321.84
101	1	1	2	1	None	1414017321.87
101	1	1	2	1	None	1414017321.9
101	1	1	2	1	None	1414017321.93
101	1	1	2	1	None	1414017321.96
101	1	1	2	1	None	1414017322
101	1	1	2	1	None	1414017322.04
101	1	1	2	1	None	1414017322.07
101	1	1	2	1	None	1414017322.1
101	1	1	2	1	None	1414017322.13
101	1	1	2	1	None	1414017322.2
101	1	1	2	1	None	1414017322.23
101	1	1	2	1	None	1414017322.27
101	1	1	2	1	None	1414017322.3
101	1	1	2	1	None	1414017322.32
101	1	1	2	1	None	1414017322.36
101	1	1	2	1	None	1414017322.4
101	1	1	2	1	None	1414017322.43
101	1	1	2	1	None	1414017322.46
101	1	1	2	1	None	1414017322.5
101	1	1	2	1	None	1414017322.53
101	1	1	2	1	None	1414017322.56
101	1	1	2	1	None	1414017322.59
101	1	1	2	1	None	1414017322.63
101	1	1	2	1	None	1414017322.66
101	1	1	2	1	None	1414017322.7
101	1	1	2	1	None	1414017322.73
101	1	1	2	1	None	1414017322.76
101	1	1	2	1	None	1414017322.79
101	1	1	2	1	None	1414017322.82
101	1	1	2	1	None	1414017322.86
101	1	1	2	1	None	1414017322.9
101	1	1	2	1	None	1414017322.93
101	1	1	2	1	None	1414017322.95
101	1	1	2	1	None	1414017322.99
101	1	1	2	1	None	1414017323.02
101	1	1	2	1	None	1414017323.06
101	1	1	2	1	None	1414017323.09
101	1	1	2	1	None	1414017323.13
101	1	1	2	1	None	1414017323.16
101	1	1	2	1	None	1414017323.19
101	1	1	2	2	None	1414017323.22
101	1	1	2	2	None	1414017323.25
101	1	1	2	2	None	1414017323.29
101	1	1	2	2	None	1414017323.32
101	1	1	2	2	None	1414017323.35
101	1	1	2	2	None	1414017323.38
101	1	1	2	2	None	1414017323.42
101	1	1	2	2	None	1414017323.45
101	1	1	2	2	None	1414017323.48
101	1	1	2	2	None	1414017323.52
101	1	1	2	2	None	1414017323.55
101	1	1	2	2	None	1414017323.58
101	1	1	2	2	None	1414017323.62
101	1	1	2	2	None	1414017323.65
101	1	1	2	2	None	1414017323.68
101	1	1	2	2	None	1414017323.71
101	1	1	2	2	None	1414017323.75
101	1	1	2	2	None	1414017323.79
101	1	1	2	2	None	1414017323.81
101	1	1	2	2	None	1414017323.84
101	1	1	2	2	None	1414017323.88
101	1	1	2	2	None	1414017323.91
101	1	1	2	2	None	1414017323.95
101	1	1	2	2	None	1414017323.98
101	1	1	2	2	None	1414017324.02
101	1	1	2	2	None	1414017324.05
101	1	1	2	2	None	1414017324.08
101	1	1	2	2	None	1414017324.11
101	1	1	2	2	None	1414017324.15
101	1	1	2	2	None	1414017324.18
101	1	1	2	2	None	1414017324.21
101	1	1	2	2	None	1414017324.24
101	1	1	2	2	None	1414017324.28
101	1	1	2	2	None	1414017324.31
101	1	1	2	2	None	1414017324.34
101	1	1	2	2	None	1414017324.38
101	1	1	2	2	None	1414017324.41
101	1	1	2	2	None	1414017324.44
101	1	1	2	2	None	1414017324.47
101	1	1	2	2	None	1414017324.5
101	1	1	2	2	None	1414017324.54
101	1	1	2	2	None	1414017324.58
101	1	1	2	2	None	1414017324.6
101	1	1	2	2	None	1414017324.64
101	1	1	2	2	None	1414017324.68
101	1	1	2	2	None	1414017324.71
101	1	1	2	2	None	1414017324.74
101	1	1	2	2	None	1414017324.77
101	1	1	2	2	None	1414017324.81
101	1	1	2	2	None	1414017324.84
101	1	1	2	2	None	1414017324.87
101	1	1	2	2	None	1414017324.9
101	1	1	2	2	None	1414017324.93
101	1	1	2	2	None	1414017324.97
101	1	1	2	2	None	1414017325
101	1	1	2	2	None	1414017325.04
101	1	1	2	2	None	1414017325.07
101	1	1	2	2	None	1414017325.1
101	1	1	2	2	None	1414017325.13
101	1	1	2	2	None	1414017325.17
101	1	1	2	2	None	1414017325.2
101	1	1	2	2	None	1414017325.23
101	1	1	2	2	None	1414017325.26
101	1	1	2	2	None	1414017325.3
101	1	1	2	2	None	1414017325.33
101	1	1	2	3	None	1414017325.36
101	1	1	2	3	None	1414017325.4
101	1	1	2	3	None	1414017325.47
101	1	1	2	3	None	1414017325.5
101	1	1	2	3	None	1414017325.53
101	1	1	2	3	None	1414017325.56
101	1	1	2	3	None	1414017325.6
101	1	1	2	3	None	1414017325.63
101	1	1	2	3	None	1414017325.67
101	1	1	2	3	None	1414017325.7
101	1	1	2	3	None	1414017325.73
101	1	1	2	3	None	1414017325.76
101	1	1	2	3	None	1414017325.79
101	1	1	2	3	None	1414017325.82
101	1	1	2	3	None	1414017325.86
101	1	1	2	3	None	1414017325.89
101	1	1	2	3	None	1414017325.93
101	1	1	2	3	None	1414017325.96
101	1	1	2	3	None	1414017325.99
101	1	1	2	3	None	1414017326.03
101	1	1	2	3	None	1414017326.06
101	1	1	2	3	None	1414017326.1
101	1	1	2	3	None	1414017326.12
101	1	1	2	3	None	1414017326.15
101	1	1	2	3	None	1414017326.19
101	1	1	2	3	None	1414017326.22
101	1	1	2	3	None	1414017326.26
101	1	1	2	3	None	1414017326.29
101	1	1	2	3	None	1414017326.32
101	1	1	2	3	None	1414017326.36
101	1	1	2	3	None	1414017326.39
101	1	1	2	3	None	1414017326.42
101	1	1	2	3	None	1414017326.45
101	1	1	2	3	None	1414017326.49
101	1	1	2	3	None	1414017326.52
101	1	1	2	3	None	1414017326.56
101	1	1	2	3	None	1414017326.59
101	1	1	2	3	None	1414017326.62
101	1	1	2	3	None	1414017326.65
101	1	1	2	3	None	1414017326.69
101	1	1	2	3	None	1414017326.72
101	1	1	2	3	None	1414017326.75
101	1	1	2	3	None	1414017326.79
101	1	1	2	3	None	1414017326.82
101	1	1	2	3	None	1414017326.85
101	1	1	2	3	None	1414017326.88
101	1	1	2	3	None	1414017326.91
101	1	1	2	3	None	1414017326.95
101	1	1	2	3	None	1414017326.99
101	1	1	2	3	None	1414017327.02
101	1	1	2	3	None	1414017327.05
101	1	1	2	3	None	1414017327.08
101	1	1	2	3	None	1414017327.12
101	1	1	2	3	None	1414017327.14
101	1	1	2	3	None	1414017327.19
101	1	1	2	3	None	1414017327.22
101	1	1	2	3	None	1414017327.24
101	1	1	2	3	None	1414017327.27
101	1	1	2	3	None	1414017327.31
101	1	1	2	3	None	1414017327.35
101	1	1	2	3	None	1414017327.38
101	1	1	2	3	None	1414017327.41
101	1	1	2	3	None	1414017327.48
101	1	1	2	3	None	1414017327.53
101	1	1	2	3	None	1414017327.59
101	1	1	3	0	None	1414017327.65
101	1	1	3	0	None	1414017327.7
101	1	1	3	0	None	1414017327.76
101	1	1	3	0	None	1414017327.82
101	1	1	3	0	None	1414017327.88
101	1	1	3	0	None	1414017327.94
101	1	1	3	0	None	1414017327.99
101	1	1	3	0	None	1414017328.05
101	1	1	3	0	None	1414017328.1
101	1	1	3	0	None	1414017328.16
101	1	1	3	0	None	1414017328.22
101	1	1	3	0	None	1414017328.28
101	1	1	3	0	None	1414017328.33
101	1	1	3	0	None	1414017328.39
101	1	1	3	0	None	1414017328.45
101	1	1	3	0	None	1414017328.51
101	1	1	3	0	None	1414017328.57
101	1	1	3	0	None	1414017328.63
101	1	1	3	0	None	1414017328.69
101	1	1	3	0	None	1414017328.75
101	1	1	3	0	None	1414017328.81
101	1	1	3	0	None	1414017328.86
101	1	1	3	0	None	1414017328.92
101	1	1	3	0	None	1414017328.98
101	1	1	3	0	None	1414017329.04
