Frame	Acquired	Time
1221	True	1414017571.23
1222	True	1414017571.69
1223	True	1414017572.15
1224	True	1414017572.62
1225	True	1414017573.08
1226	True	1414017573.55
1227	True	1414017574.01
1228	True	1414017574.46
1229	True	1414017574.92
1230	True	1414017575.38
1231	True	1414017575.85
1232	True	1414017576.31
1233	True	1414017576.77
1234	True	1414017577.22
1235	True	1414017577.69
1236	True	1414017578.14
1237	True	1414017578.6
1238	True	1414017579.06
1239	True	1414017579.52
1240	True	1414017579.98
1241	True	1414017580.44
1242	True	1414017580.9
1243	True	1414017581.36
1244	True	1414017581.82
1245	True	1414017582.28
1246	True	1414017582.74
1247	True	1414017583.2
1248	True	1414017583.66
1249	True	1414017584.12
1250	True	1414017584.57
1251	True	1414017585.03
1252	True	1414017585.51
1253	True	1414017585.97
1254	True	1414017586.42
1255	True	1414017586.87
1256	True	1414017587.33
1257	True	1414017587.79
1258	True	1414017588.24
1259	True	1414017588.7
1260	True	1414017589.16
1261	True	1414017589.61
1262	True	1414017590.07
1263	True	1414017590.52
1264	True	1414017590.98
1265	True	1414017591.44
1266	True	1414017591.89
1267	True	1414017592.35
1268	True	1414017592.81
1269	True	1414017593.27
1270	True	1414017593.72
1271	True	1414017594.18
1272	True	1414017594.65
1273	True	1414017595.11
1274	True	1414017595.57
1275	True	1414017596.03
1276	True	1414017596.48
1277	True	1414017596.94
1278	True	1414017597.41
1279	True	1414017597.9
1280	True	1414017598.36
1281	True	1414017598.83
1282	True	1414017599.29
1283	True	1414017599.75
1284	True	1414017600.22
1285	True	1414017600.68
1286	True	1414017601.14
1287	True	1414017601.6
1288	True	1414017602.06
1289	True	1414017602.52
1290	True	1414017602.98
1291	True	1414017603.44
1292	True	1414017603.9
1293	True	1414017604.36
1294	True	1414017604.82
1295	True	1414017605.28
1296	True	1414017605.75
1297	True	1414017606.21
1298	True	1414017606.67
1299	True	1414017607.13
1300	True	1414017607.59
1301	True	1414017608.05
1302	True	1414017608.51
1303	True	1414017608.97
1304	True	1414017609.43
1305	True	1414017609.89
1306	True	1414017610.36
1307	True	1414017610.82
1308	True	1414017611.28
1309	True	1414017611.74
1310	True	1414017612.19
1311	True	1414017612.65
1312	True	1414017613.11
1313	True	1414017613.58
1314	True	1414017614.03
1315	True	1414017614.48
1316	True	1414017614.94
1317	True	1414017615.44
1318	True	1414017615.89
1319	True	1414017616.35
1320	True	1414017616.81
1321	True	1414017617.26
1322	True	1414017617.72
1323	True	1414017618.18
1324	True	1414017618.63
1325	True	1414017619.09
1326	True	1414017619.54
1327	True	1414017620.0
1328	True	1414017620.46
1329	True	1414017620.92
1330	True	1414017621.38
1331	True	1414017621.85
1332	True	1414017622.31
1333	True	1414017622.76
1334	True	1414017623.22
1335	True	1414017623.68
1336	True	1414017624.14
1337	True	1414017624.59
1338	True	1414017625.05
1339	True	1414017625.51
1340	True	1414017625.97
1341	True	1414017626.42
1342	True	1414017626.88
1343	True	1414017627.34
1344	True	1414017627.8
1345	True	1414017628.25
1346	True	1414017628.71
1347	True	1414017629.17
1348	True	1414017629.62
1349	True	1414017630.08
1350	True	1414017630.54
1351	True	1414017630.99
1352	True	1414017631.45
1353	True	1414017631.91
1354	True	1414017632.36
1355	True	1414017632.82
1356	True	1414017633.28
1357	True	1414017633.76
1358	True	1414017634.22
1359	True	1414017634.67
1360	True	1414017635.13
1361	True	1414017635.59
1362	True	1414017636.05
1363	True	1414017636.5
1364	True	1414017636.96
1365	True	1414017637.42
1366	True	1414017637.88
1367	True	1414017638.33
1368	True	1414017638.79
1369	True	1414017639.25
1370	True	1414017639.71
1371	True	1414017640.17
1372	True	1414017640.62
1373	True	1414017641.08
1374	True	1414017641.54
1375	True	1414017642.0
1376	True	1414017642.45
1377	True	1414017642.91
1378	True	1414017643.37
1379	True	1414017643.82
1380	True	1414017644.28
1381	True	1414017644.74
1382	True	1414017645.2
1383	True	1414017645.69
1384	True	1414017646.14
1385	True	1414017646.6
1386	True	1414017647.06
1387	True	1414017647.58
