FrameNumber	FrameRows	FrameCols	FaceBoxX	FaceBoxY	FaceBoxW	FaceBoxH	left_eye_lateral_x	left_eye_lateral_y	left_eye_pupil_x	left_eye_pupil_y	left_eye_medial_x	left_eye_medial_y	right_eye_medial_x	right_eye_medial_y	right_eye_pupil_x	right_eye_pupil_y	right_eye_lateral_x	right_eye_lateral_y	nose_tip_x	nose_tip_y	Roll	Pitch	Yaw	anger	contempt	disgust	joy	fear	sadness	surprise	neutral	negative	positive	confusion	frustration	AU1	AU2	AU4	AU5	AU6	AU7	AU9	AU10	AU12	AU14	AU15	AU17	AU18	AU20	AU23	AU24	AU25	AU26	AU28	
11	426	640	225	156	186	186	265.04	205.351	284.27	202.688	301.995	206.51	337.013	207.239	356.698	204.67	373.985	207.619	317.378	250.382	-1.04733	12.5092	-1.71987	-0.795098	-1.1914	-1.02146	-2.08398	-0.875034	-0.674541	-1.28125	0.897153	-0.549558	-0.732113	-0.919342	-0.902446	-1.18324	-0.686992	-1.51663	0.062325	-1.02826	-0.704048	-1.70998	0.432306	-1.10025	0.0345303	0.0507976	-0.0389592	-0.132023	-0.367773	-0.0311089	0.0820829	-0.523067	-0.261217	-0.82418
12	426	640	224	154	189	189	264.85	204.51	284.035	202.75	302.313	205.896	337.813	206.835	357.864	206.051	375.296	207.431	317.926	250.139	-1.29486	12.8469	-2.23005	-0.532641	-1.186	-0.787305	-2.01817	-1.14614	-0.774653	-1.2455	0.855869	-0.315288	-0.72957	-0.962217	-0.724446	-1.21965	-0.750928	-1.53094	-0.0455272	-0.99137	-0.661111	-1.54713	0.504187	-1.13941	-0.0608906	0.0637727	-0.0445922	0.0793939	-0.395817	0.0754661	0.271031	-0.61676	-0.25814	-0.990005
13	426	640	224	155	187	187	264.721	205.135	284.283	202.726	301.883	206.317	337.096	207.066	356.655	205.381	374.274	207.465	317.222	250.843	-1.04587	12.6211	-2.18297	-0.554168	-1.14227	-1.01806	-2.12094	-0.900029	-0.576069	-1.29382	0.872192	-0.27742	-0.794567	-0.867684	-0.834639	-1.20063	-0.708706	-1.52855	-0.1124	-1.00795	-0.698262	-1.62225	0.539699	-1.26156	-0.0438655	0.182484	0.0105269	-0.18243	-0.392528	0.00806348	0.133219	-0.634294	-0.285382	-0.827935
14	426	640	225	155	187	187	265.055	205.321	284.12	202.652	302.099	206.415	337.2	207.083	357.139	204.733	374.259	207.397	317.752	250.43	-0.965774	12.8314	-2.11494	-0.717061	-1.17729	-1.04331	-2.10576	-0.89022	-0.747357	-1.32208	0.930961	-0.548095	-0.755401	-0.969264	-0.809708	-1.20187	-0.70935	-1.56424	-0.117395	-1.03843	-0.767801	-1.71688	0.53829	-1.06835	-0.00683406	0.049948	-0.0538649	-0.216499	-0.302862	0.00480719	0.207158	-0.543326	-0.251981	-0.868741
15	426	640	224	155	188	188	264.76	204.847	284.03	202.52	301.977	206.071	337.242	206.859	356.621	204.921	374.476	207.3	318.002	250.827	-1.08215	13.1388	-2.56397	-0.60238	-1.10701	-1.00204	-2.0139	-1.03306	-0.655015	-1.33253	0.925283	-0.465583	-0.696186	-0.819938	-0.916455	-1.21896	-0.73079	-1.55254	-0.231773	-1.02231	-0.675978	-1.52371	0.522055	-1.22861	-0.109333	0.111661	-0.0294058	-0.156355	-0.414269	0.0518701	0.296825	-0.647724	-0.290153	-0.848469
16	426	640	223	155	188	188	264.243	203.998	283.894	202.902	301.567	205.886	336.942	207.303	356.559	205.4	374.298	208.406	317.417	250.95	-1.33462	13.4334	-2.60696	-0.463939	-1.15489	-0.961572	-1.66694	-0.65842	-0.80504	-1.31627	0.708679	-0.207761	-0.599529	-1.09457	-0.543806	-1.20545	-0.722922	-1.51355	-0.0501378	-0.967894	-0.588795	-1.48838	0.585922	-1.20555	0.0056047	0.217506	-0.00992152	-0.0761276	-0.384436	0.0399332	0.185251	-0.660887	-0.311915	-0.791385
17	426	640	223	154	189	189	264.23	204.199	283.975	203.292	301.787	205.829	337.38	206.999	356.353	205.78	374.963	207.838	317.712	250.469	-1.28757	13.8772	-2.16738	-0.486285	-1.00458	-0.878199	-1.84894	-0.942198	-0.735312	-1.35747	0.879367	-0.258417	-0.67113	-0.904166	-0.494051	-1.21317	-0.745793	-1.51602	-0.148354	-0.98463	-0.623069	-1.58076	0.545353	-1.36594	-0.110879	0.162732	-0.096094	0.0216597	-0.401102	0.0185987	0.208918	-0.686671	-0.354085	-0.871927
18	426	640	224	155	187	187	264.9	204.054	283.768	202.641	301.997	205.905	337.156	207.289	355.916	205.281	374.284	208.359	317.666	250.558	-1.41448	13.2269	-2.16663	-0.570691	-1.15207	-0.888637	-1.75586	-0.820518	-0.794484	-1.33998	0.86636	-0.364549	-0.6086	-0.85653	-0.709423	-1.19454	-0.723467	-1.53569	0.0595898	-0.979452	-0.633172	-1.72641	0.536029	-1.2961	0.000858358	0.0286907	-0.0905998	-0.0439054	-0.317341	0.0679985	0.223421	-0.591108	-0.288748	-0.941652
19	426	640	224	154	188	188	264.376	204.502	284.216	202.649	301.66	205.815	336.99	206.686	356.636	205.877	374.293	207.214	317.957	250.121	-1.1046	12.9332	-2.48429	-0.497824	-1.17865	-0.916302	-1.87821	-1.04229	-0.759672	-1.36246	0.959614	-0.437591	-0.637929	-0.850389	-0.858672	-1.23872	-0.766103	-1.60541	-0.143117	-0.999846	-0.678464	-1.66504	0.547326	-1.43999	-0.0795884	0.0567062	-0.107532	-0.180021	-0.330943	0.0161805	0.212582	-0.616658	-0.268432	-0.869788
20	426	640	224	155	187	187	265.142	204.093	283.707	203.049	302.188	205.877	337.298	207.197	356.291	205.835	374.374	208.201	318.013	250.459	-1.5339	13.3217	-2.45433	-0.610931	-1.12959	-0.902072	-1.91082	-0.909371	-0.773227	-1.30434	0.972022	-0.477233	-0.670698	-0.852252	-0.858603	-1.21639	-0.752388	-1.56964	-0.00316092	-1.01098	-0.705726	-1.75661	0.49876	-1.20685	-0.0259538	0.0388921	-0.166142	0.0524586	-0.382376	0.0529642	0.255921	-0.558432	-0.269095	-0.999659
21	426	640	223	154	189	189	264.206	204.036	283.478	202.244	301.731	205.791	337.294	207.079	356.827	205.567	374.848	208.044	317.254	250.849	-1.34274	13.3124	-1.85604	-0.432942	-0.997923	-0.833275	-1.8318	-0.865556	-0.87175	-1.3202	0.798362	-0.165968	-0.70493	-1.03258	-0.475653	-1.20824	-0.738287	-1.48912	-0.0086759	-0.973973	-0.596928	-1.50454	0.587488	-1.29928	-0.126269	0.172903	-0.0369012	0.0307529	-0.45807	0.0382838	0.128709	-0.699008	-0.333138	-0.840189
22	426	640	224	155	186	186	265.243	204.286	283.854	202.702	302.176	206.047	337.179	207.348	356.243	205.395	374.141	208.331	317.703	250.058	-1.4055	13.4203	-2.30871	-0.717468	-1.13143	-1.01239	-1.744	-0.850293	-0.806802	-1.30395	0.960308	-0.716099	-0.528702	-0.945606	-0.83704	-1.19212	-0.705142	-1.55612	0.178361	-0.998549	-0.665253	-1.89769	0.456144	-1.3491	0.0863229	0.00927313	-0.0975017	-0.0431771	-0.316796	0.0525306	0.28107	-0.571928	-0.257456	-0.996663
23	426	640	223	155	188	188	264.316	204.112	283.671	202.491	301.623	205.894	336.98	207.21	356.472	205.546	374.316	208.205	317.781	250.572	-1.46435	13.6329	-2.02861	-0.45882	-0.994997	-0.959085	-1.76582	-0.671174	-0.863168	-1.25602	0.767143	-0.260993	-0.668154	-1.19019	-0.533552	-1.20899	-0.727395	-1.52261	-0.0451146	-0.976339	-0.606444	-1.71102	0.533876	-1.27181	-0.0399106	0.138275	-0.102503	-0.106704	-0.352413	0.0284446	0.210792	-0.665962	-0.299307	-0.87139
24	426	640	224	155	187	187	265.081	204.273	283.628	202.91	302.125	206.064	337.233	207.392	356.662	206.163	374.307	208.403	318.027	251.01	-1.26984	13.221	-1.95532	-0.607749	-1.19234	-0.982423	-1.78414	-0.866131	-0.786448	-1.27443	0.921017	-0.580816	-0.574321	-0.964657	-0.768323	-1.19042	-0.712801	-1.55504	-0.0189594	-1.03123	-0.773612	-1.7086	0.514105	-1.1817	0.0280686	0.087827	-0.0957867	-0.052303	-0.381574	0.0393292	0.206809	-0.609842	-0.32907	-0.999144
25	426	640	223	155	188	188	264.392	204.509	284.579	202.229	301.743	206.048	337.14	207.133	356.386	205.481	374.516	207.886	318.107	250.571	-1.21205	12.9089	-1.7279	-0.484719	-1.11253	-0.833553	-1.83901	-0.893757	-0.858719	-1.23341	0.830898	-0.306671	-0.673891	-1.08741	-0.622264	-1.21075	-0.732839	-1.53402	-0.123237	-1.00292	-0.624039	-1.60027	0.541379	-1.24845	-0.0754857	0.129408	-0.103846	-0.0654844	-0.3902	0.0133197	0.20242	-0.665583	-0.286777	-0.919696
26	426	640	223	154	189	189	264.064	204.647	283.244	203.224	301.51	206.006	336.996	206.92	355.843	205.793	374.462	207.49	317.447	250.549	-1.25829	13.2254	-1.87312	-0.354991	-1.00393	-0.761978	-1.8967	-0.987474	-0.712743	-1.42988	0.854392	0.0463133	-0.748676	-0.885668	-0.497008	-1.23218	-0.756784	-1.5075	-0.181133	-0.988545	-0.621375	-1.56073	0.551281	-1.39518	-0.145835	0.127905	-0.0632844	-0.114714	-0.338576	0.0353358	0.190322	-0.664189	-0.304655	-0.828581
27	426	640	223	155	188	188	264.288	204.57	283.783	203.379	301.575	206.185	336.912	207.343	355.977	205.243	374.224	208.173	317.619	250.681	-1.26034	13.1744	-2.00128	-0.405036	-1.00974	-0.788575	-1.71385	-1.01651	-0.680292	-1.48135	0.865424	-0.0819857	-0.608655	-0.953198	-0.410116	-1.22523	-0.746339	-1.52313	-0.373395	-0.998958	-0.693675	-1.63759	0.559657	-1.19491	-0.0233143	0.237675	-0.118003	-0.0231568	-0.386289	0.00990964	0.217439	-0.639465	-0.289075	-0.829153
28	426	640	227	158	182	182	266.092	207.031	284.035	205.594	302.239	207.842	336.487	208.249	355.437	206.411	372.643	208.299	317.981	250.294	-1.40573	13.1413	-1.50531	-1.17618	-0.731696	-0.845416	-1.68091	-1.03011	-0.158242	-1.55105	1.45934	-0.882049	-0.381341	-0.840845	-1.17316	-1.16571	-0.693169	-1.33787	-0.8954	-0.924775	-0.0733755	-1.9805	0.0828644	-0.837232	0.0840429	0.205636	0.104113	-0.24545	-0.41894	0.136572	0.563358	-0.41131	-0.0911533	-0.520194
29	426	640	227	159	180	180	266.334	207.715	284.406	207.58	302.129	208.81	336.047	209.491	354.911	209.28	371.857	209.832	317.185	251.728	-2.01129	11.2588	-2.81281	-1.65429	-0.85879	-0.624218	-1.65344	-1.39544	0.0218972	-1.68197	1.4851	-1.0526	-0.229166	-0.772148	-0.688413	-0.799595	-0.380104	-1.13726	-1.03777	-0.820735	0.496054	-1.61712	0.090732	-0.681188	0.183118	0.369289	0.226883	-0.272226	-0.446254	0.241374	0.530814	-0.548854	-0.304967	-0.425885
30	426	640	228	161	179	179	267.075	207.967	283.425	208.844	302.652	209.536	336.369	210.668	353.698	210.385	371.972	211.488	317.319	251.955	-2.09235	10.7025	-3.22284	-2.04787	-0.891462	-0.549285	-1.7543	-1.41118	0.473246	-1.57931	1.4537	-1.04901	-0.216139	-0.998767	-0.499464	-0.567473	-0.244319	-0.79802	-0.934428	-0.933578	0.0299211	-1.73016	-0.094072	-0.285335	0.353418	0.595528	0.418797	-0.235443	-0.413165	0.316014	0.707794	-0.639076	-0.308378	-0.621572
31	426	640	228	161	179	179	266.952	208.654	283.611	208.917	302.415	209.988	336.022	210.898	352.807	211.198	371.506	211.486	317.141	251.635	-1.97414	10.6145	-2.70016	-2.0993	-0.926641	-0.50931	-1.79648	-1.51481	0.537851	-1.57361	1.33269	-0.960879	-0.22947	-0.978839	-0.596787	-0.496407	-0.18961	-0.770262	-0.97966	-0.96765	0.0212527	-1.81752	-0.0949769	-0.0894584	0.336843	0.530111	0.407266	-0.028258	-0.509734	0.334053	0.722866	-0.626057	-0.284615	-0.410883
32	426	640	227	159	183	183	266.459	207.733	284.052	207.517	302.693	208.573	337.025	209.008	355.356	209.985	373.268	209.086	317.92	251.491	-2.02207	11.2098	-2.68343	-1.63762	-1.02806	-0.554176	-1.43853	-1.41378	0.228864	-1.69263	1.19586	-0.766648	-0.0889073	-0.799372	-0.576724	-1.01243	-0.657305	-1.06493	-0.927524	-0.707532	0.491813	-1.23725	-0.0567798	-0.250491	0.082367	0.137718	0.399405	-0.213082	-0.540085	0.22801	0.606524	-0.552944	-0.263252	-0.768608
33	426	640	226	157	185	185	265.872	207.297	283.517	207.004	302.492	208.063	337.188	208.424	356.705	208.155	373.817	208.419	318.026	251.371	-1.16377	11.7623	-2.03569	-1.328	-1.15752	-0.498558	-1.66126	-1.54236	0.173922	-1.75217	1.18536	-0.446026	-0.300027	-0.764898	-0.422272	-1.15398	-0.731511	-1.23848	-1.11411	-0.642614	0.658853	-1.29006	0.179116	-1.00178	-0.0739912	0.229164	0.198341	-0.114702	-0.425254	0.248383	0.333539	-0.534442	-0.253996	-0.581947
34	426	640	226	158	183	183	265.434	206.927	283.435	205.397	301.815	208.018	336.289	208.688	356.836	207.861	372.686	209.013	317.772	250.696	-1.38016	12.3129	-2.76184	-1.03924	-0.88214	-0.649016	-1.69231	-1.48955	0.0603578	-1.54392	1.34096	-0.6234	-0.34233	-0.735079	-0.55815	-1.14005	-0.708811	-1.25563	-0.959961	-0.806577	0.471071	-1.87608	0.094215	-1.29413	-0.00272912	0.17681	0.0281303	-0.208479	-0.426526	0.156866	0.377291	-0.527033	-0.126584	-0.394848
35	426	640	225	158	185	185	265.287	206.688	283.762	205.324	301.914	207.959	336.623	208.798	356.924	207.443	373.269	209.298	317.141	251.334	-1.14923	12.3389	-1.53793	-0.937933	-1.00173	-0.776065	-1.85328	-1.20579	-0.173019	-1.29807	1.07489	-0.534125	-0.514259	-0.894598	-0.785317	-1.17195	-0.757742	-1.22135	-0.816008	-0.892793	0.00473228	-1.77478	0.302355	-1.26385	0.0953519	0.0948832	-0.01268	-0.134241	-0.374798	0.161009	0.349738	-0.583901	-0.239394	-0.43853
36	426	640	225	157	185	185	265.093	206.863	283.685	205.237	301.732	207.81	336.448	208.342	356.486	205.296	373.099	208.517	317.412	250.651	-1.64562	12.7174	-2.37505	-0.898035	-1.06547	-0.872117	-1.93619	-1.27597	-0.0394855	-1.47862	1.29491	-0.605208	-0.526553	-0.846833	-0.832627	-1.18629	-0.769265	-1.25292	-0.824393	-0.960599	-0.140935	-1.88217	0.262849	-1.06681	0.0686848	0.16696	0.028089	-0.109504	-0.384201	0.0594478	0.379707	-0.524921	-0.250108	-0.589568
37	426	640	225	157	185	185	264.903	206.076	283.466	204.962	301.614	207.163	336.401	207.827	356.003	204.256	373.127	208.141	317.396	250.888	-1.60273	12.5023	-1.81106	-0.69856	-1.08951	-0.83432	-1.91341	-1.26556	-0.216518	-1.76196	1.23189	-0.287116	-0.596128	-0.75786	-0.918443	-1.23268	-0.806204	-1.3018	-0.821256	-0.962607	-0.297147	-1.72733	0.39567	-1.11892	0.0239353	0.186423	0.0214525	-0.0253036	-0.365101	0.0118081	0.324676	-0.565904	-0.268592	-0.471855
38	426	640	224	156	187	187	264.668	206.108	283.108	204.261	301.785	207.399	336.958	208.251	356.216	205.479	374.095	208.76	316.99	251.467	-1.29532	14.3778	-2.10305	-0.751965	-1.10107	-0.87958	-1.85471	-1.15458	-0.436387	-1.44848	0.913498	-0.39118	-0.568764	-0.815485	-0.82583	-1.22245	-0.792748	-1.37085	-0.721046	-0.998038	-0.520834	-1.49755	0.504686	-1.04704	0.0727777	0.379086	0.0758903	0.0158295	-0.401039	0.0641377	0.369339	-0.65104	-0.327104	-0.644758
39	426	640	225	156	186	186	264.819	205.781	283.247	204.915	301.671	206.895	336.592	207.583	355.965	204.721	373.459	207.922	317.256	251.11	-0.911737	13.402	-1.85141	-0.617094	-1.08593	-0.915671	-2.00235	-1.3175	-0.310973	-1.67937	1.19237	-0.359626	-0.639903	-0.714017	-0.85612	-1.22793	-0.789565	-1.374	-0.59219	-0.957032	-0.3871	-1.63691	0.524758	-1.10875	-0.0254154	0.369459	-0.0124789	-0.0542297	-0.435539	0.012649	0.305307	-0.611676	-0.262331	-0.667656
40	426	640	225	156	185	185	265.213	205.528	283.723	204.287	301.988	206.711	336.835	207.466	355.994	204.795	373.627	207.875	317.636	250.768	-1.17708	13.699	-1.38812	-0.769048	-0.943516	-0.950985	-1.87036	-1.33286	-0.253187	-1.71608	1.24591	-0.550209	-0.518951	-0.729359	-0.980086	-1.2205	-0.778943	-1.4516	-0.566655	-1.01066	-0.604242	-1.75781	0.454516	-1.049	0.0417211	0.331664	-0.0725216	-0.039257	-0.328438	0.065308	0.303749	-0.564307	-0.273079	-0.768671
41	426	640	224	156	186	186	264.862	205.097	283.12	204.244	301.83	206.503	336.862	207.467	356.142	204.668	373.851	208.095	317.507	250.42	-1.3675	13.7394	-1.62748	-0.678977	-1.15556	-0.966275	-1.77847	-1.30071	-0.347711	-1.74703	1.02696	-0.396959	-0.485523	-0.653263	-0.63677	-1.23578	-0.796791	-1.4399	-0.433939	-0.982748	-0.551575	-1.72565	0.458671	-1.26609	0.0712518	0.192167	-0.0867823	0.0288306	-0.352126	0.0343661	0.354502	-0.558705	-0.255488	-0.790767
42	426	640	225	156	186	186	265.171	205.007	284.2	204.523	301.978	206.348	336.857	207.25	356.079	204.675	373.684	207.816	317.435	250.195	-1.15603	13.3838	-1.57629	-0.681372	-1.12154	-0.892404	-1.83436	-1.43949	-0.229996	-1.76832	1.1876	-0.422242	-0.493858	-0.595527	-0.732974	-1.23264	-0.783372	-1.52042	-0.349218	-1.00047	-0.61505	-1.74123	0.421377	-1.21507	0.0935161	0.188494	-0.0444608	-0.0527491	-0.350835	0.0901015	0.260428	-0.5477	-0.212571	-0.709078
43	426	640	224	155	187	187	264.863	205.021	284.414	204.703	301.912	206.423	337.021	207.382	355.975	204.855	374.09	208.003	317.229	251.064	-1.32228	13.4601	-1.73347	-0.5394	-1.13372	-0.797884	-1.87232	-1.27771	-0.436815	-1.64957	0.978628	-0.127597	-0.619407	-0.700417	-0.645952	-1.23143	-0.79405	-1.45552	-0.339517	-0.998337	-0.638608	-1.62067	0.584798	-1.40923	0.0336524	0.275571	-0.0500939	0.0363906	-0.397485	0.0626043	0.255913	-0.653736	-0.327956	-0.763063
44	426	640	225	156	185	185	264.915	205.172	284.096	204.1	301.702	206.399	336.56	207.194	355.378	204.911	373.364	207.647	318.019	250.908	-1.2449	13.1628	-1.8931	-0.660345	-1.14147	-0.879194	-1.76969	-1.31494	-0.398917	-1.68059	1.18087	-0.499017	-0.480381	-0.688466	-0.831831	-1.2248	-0.762974	-1.47055	-0.458838	-0.999651	-0.58461	-1.68575	0.499781	-1.14357	0.0362508	0.189081	0.0199499	-0.180285	-0.383719	0.0102436	0.229219	-0.598547	-0.274626	-0.743222
45	426	640	223	155	187	187	264.204	204.8	284.032	203.89	301.368	206.123	336.585	207.006	355.642	204.47	373.769	207.547	317.514	251.119	-1.13446	13.3109	-2.16716	-0.50391	-1.04828	-0.654501	-1.71531	-1.20288	-0.50748	-1.65533	0.97988	-0.00954823	-0.577692	-0.732278	-0.622948	-1.23857	-0.786392	-1.49283	-0.471756	-0.992607	-0.650021	-1.44059	0.610117	-1.23367	-0.117363	0.306348	0.0331482	-0.191943	-0.402739	0.0933777	0.150429	-0.675438	-0.28879	-0.675844
46	426	640	224	155	188	188	264.499	204.661	283.985	203.875	301.744	206.059	337.039	207.011	355.521	204.727	374.305	207.624	317.684	250.735	-1.32962	13.0614	-1.95399	-0.543868	-1.04135	-0.694641	-1.70409	-1.15082	-0.568062	-1.55394	0.917034	-0.105447	-0.564489	-0.985198	-0.636066	-1.22284	-0.766944	-1.47273	-0.323271	-0.976811	-0.516587	-1.51643	0.600382	-1.32005	-0.112264	0.216141	-0.098734	-0.142016	-0.435603	0.0404914	0.187208	-0.669222	-0.286781	-0.686275
47	426	640	224	155	187	187	264.478	204.623	284.135	203.382	301.486	206	336.557	206.936	355.781	204.077	373.586	207.533	317.584	250.899	-1.35145	12.887	-1.72902	-0.518188	-1.05363	-0.812741	-1.6788	-1.25951	-0.430441	-1.79831	1.05246	-0.162017	-0.503864	-0.699035	-0.599908	-1.21939	-0.762867	-1.51086	-0.341244	-0.960703	-0.54549	-1.63481	0.520944	-1.27959	-0.0417068	0.201968	-0.0870296	-0.226766	-0.476077	0.0552657	0.157419	-0.64856	-0.260911	-0.657808
48	426	640	224	155	187	187	264.897	204.772	283.633	203.229	302.052	206.084	337.261	206.957	356.416	204.813	374.436	207.486	317.773	250.322	-1.23194	12.9733	-1.52804	-0.494127	-1.16448	-0.744067	-1.87224	-1.22427	-0.556865	-1.5641	0.915339	-0.0770361	-0.650768	-0.816581	-0.6314	-1.22133	-0.757634	-1.50792	-0.307119	-0.979519	-0.552172	-1.6613	0.559853	-1.18308	-0.0724632	0.190163	-0.149491	-0.0797474	-0.353867	0.0629323	0.15781	-0.60339	-0.227184	-0.744888
49	426	640	223	154	188	188	264.736	203.889	284.195	202.888	302.072	205.615	337.456	206.878	356.46	205.335	374.82	207.819	317.853	250.733	-1.17596	12.7765	-2.06465	-0.494488	-1.03064	-0.805889	-1.80402	-0.996637	-0.673974	-1.56688	0.870571	-0.0654627	-0.660816	-0.97593	-0.487444	-1.23307	-0.785263	-1.49339	-0.350057	-0.991066	-0.500935	-1.50825	0.56221	-1.20664	-0.070845	0.26379	-0.0452419	0.0412676	-0.442297	0.0771879	0.200377	-0.699977	-0.296329	-0.774344
