FrameNumber	FrameRows	FrameCols	FaceBoxX	FaceBoxY	FaceBoxW	FaceBoxH	left_eye_lateral_x	left_eye_lateral_y	left_eye_pupil_x	left_eye_pupil_y	left_eye_medial_x	left_eye_medial_y	right_eye_medial_x	right_eye_medial_y	right_eye_pupil_x	right_eye_pupil_y	right_eye_lateral_x	right_eye_lateral_y	nose_tip_x	nose_tip_y	Roll	Pitch	Yaw	anger	contempt	disgust	joy	fear	sadness	surprise	neutral	negative	positive	confusion	frustration	AU1	AU2	AU4	AU5	AU6	AU7	AU9	AU10	AU12	AU14	AU15	AU17	AU18	AU20	AU23	AU24	AU25	AU26	AU28	
11	426	640	245	161	187	187	286.294	209.617	304.513	207.773	323.372	211.57	358.515	213.05	376.511	211.685	395.626	214.222	341.551	256.829	-5.04194	16.8243	4.68675	-1.3848	-1.2385	-1.31184	-1.5214	-1.70145	-1.19031	-1.77251	0.0363296	-1.13502	-0.112264	-0.63828	-0.654114	-1.24558	-0.825862	-1.42015	-0.850978	-0.956897	-0.50557	-1.0554	-0.0576371	-0.998127	0.182536	-0.725533	-0.10448	-0.714726	-1.34489	0.385534	0.50761	-0.142789	-0.0796619	-0.703558
12	426	640	247	159	186	186	288.491	208.066	306.097	206.446	325.284	209.913	360.155	211.294	379.04	210.924	396.978	212.366	343.014	255.107	-4.77264	16.0638	2.90868	-1.34793	-1.08026	-1.19393	-1.57487	-1.36332	-1.38683	-1.43967	-0.0917997	-1.00007	-0.275731	-1.18869	-0.716422	-1.23503	-0.830716	-1.53709	-0.692047	-0.980002	-0.471518	-1.23891	-0.0656525	-1.20328	0.224896	-0.648689	-0.0811473	-0.486855	-1.36868	0.163189	0.528423	-0.202848	-0.00128237	-0.608387
13	426	640	247	158	188	188	288.823	206.284	307.178	204.669	325.986	208.479	361.211	210.187	380.39	209.378	398.413	211.598	342.835	253.328	-5.49836	16.752	4.28772	-1.54853	-1.20362	-1.3815	-1.20579	-1.54483	-1.54298	-1.73371	-0.374313	-1.23862	0.0900334	-1.37433	-0.32219	-1.21605	-0.828958	-1.49341	-0.583796	-1.00761	-0.514375	-1.29287	-0.290113	-0.978843	0.140987	-0.269787	-0.0901073	-0.712987	-1.38562	0.306867	0.590009	-0.364558	0.0173214	-0.75447
14	426	640	248	155	185	185	288.744	202.774	305.995	200.556	325.41	204.891	360.165	206.53	379.558	206.472	396.868	207.875	343.52	248.122	-5.10227	15.867	3.95175	-1.75207	-1.23373	-1.0578	-1.47081	-1.31107	-1.12595	-1.44774	-0.0650001	-1.08285	-0.139276	-1.5352	-0.395253	-1.16301	-0.827572	-1.70069	-0.195712	-0.95334	-0.372931	-1.44977	-0.507058	-1.27857	-0.0108559	-0.00230579	-0.164541	-0.97107	-1.21323	0.00517073	0.448083	-0.327767	0.148289	-0.918365
15	426	640	244	153	187	187	285.378	201.488	303.074	200.479	322.328	203.66	357.351	205.349	376.36	204.302	394.339	206.743	341.122	246.849	-4.36544	15.6214	3.37828	-1.98623	-1.02811	-1.06463	-1.20647	-1.37708	-0.989577	-1.44937	-0.0861354	-1.2791	0.123729	-1.95737	-0.537778	-1.12053	-0.826912	-1.60448	-0.240541	-1.05219	-0.575601	-1.3056	-0.32102	-1.23276	-0.071625	0.0570919	0.00241012	-0.817708	-1.20815	-0.0663476	0.477471	-0.258241	0.378656	-0.953243
16	426	640	240	155	188	188	281.442	204.157	299.553	201.67	318.677	205.768	353.965	206.923	372.265	205.407	391.226	207.749	337.031	249.988	-3.01809	15.0226	3.86995	-1.90288	-0.964799	-1.1882	-1.37494	-1.21416	-1.00497	-1.50445	-0.128815	-1.13689	-0.0584241	-1.5895	-0.831363	-1.13772	-0.824211	-1.44468	-0.319602	-1.09201	-0.63149	-1.29475	-0.263198	-1.2256	-0.0688295	-0.0106827	0.0338456	-0.938223	-1.38902	0.0357977	0.40217	-0.339414	0.325535	-0.866808
17	426	640	239	156	187	187	280.12	205.634	298.433	203.79	317.252	207.28	352.443	208.469	370.916	207.213	389.602	209.333	336.036	252.086	-3.50092	15.5319	3.76233	-1.83106	-1.2735	-1.10653	-1.26062	-1.27731	-1.12699	-1.47094	-0.115177	-1.20395	0.0433217	-1.55343	-0.726536	-1.11065	-0.814594	-1.421	-0.530515	-1.12255	-0.577004	-1.07502	-0.277006	-1.16496	0.0398619	-0.271053	0.140419	-0.74615	-1.38383	0.320915	0.535481	-0.406261	0.0576719	-0.823071
18	426	640	237	157	187	187	278.046	206.98	295.848	204.511	315.16	208.412	350.33	209.399	367.875	208.076	387.466	210.049	334.553	254.008	-3.834	15.5514	4.51681	-1.25464	-1.22429	-0.810833	-1.83111	-1.581	-0.670059	-1.85355	-0.260532	0.207922	-0.540208	-0.977177	-0.600431	-1.20688	-0.830673	-1.42478	-0.75747	-1.06089	-0.438142	-0.889852	-0.129372	-1.33045	-0.136924	-0.407684	-0.0197583	-0.582447	-1.32718	0.339857	0.46253	-0.316993	-0.101368	-0.898766
19	426	640	236	159	187	187	276.807	209.327	294.984	208.143	313.886	210.419	349.02	211.085	367.039	209.852	386.114	211.397	332.983	255.75	-3.07076	15.9158	3.97756	-1.26411	-0.942196	-1.01531	-1.65966	-1.52931	-0.849181	-1.60033	-0.162073	-0.37949	-0.373666	-0.878903	-0.666625	-1.22935	-0.830799	-1.40665	-0.605438	-1.05566	-0.530773	-0.858239	-0.0538162	-1.19266	-0.168092	-0.462642	-0.0990822	-0.677392	-1.16275	0.340283	0.453286	-0.233449	-0.149765	-0.956521
20	426	640	236	159	187	187	276.863	208.698	294.317	206.417	313.953	210.317	349.103	211.48	366.078	209.785	386.219	212.318	332.422	256.015	-3.31463	16.3779	3.55759	-1.49097	-1.08201	-1.04611	-1.4881	-1.56678	-0.742071	-2.02476	-0.135606	-0.394227	-0.212166	-0.905937	-0.503175	-1.24008	-0.830549	-1.44289	-0.618724	-0.998948	-0.397274	-0.83785	-0.0864201	-1.34607	-0.202014	-0.399852	-0.0920099	-0.671494	-1.10491	0.445527	0.393387	-0.328366	-0.221507	-1.06808
21	426	640	235	159	187	187	276.09	208.225	293.697	206.26	313.111	209.808	348.196	210.938	366.773	210.145	385.242	211.741	331.685	255.615	-4.09414	15.8279	4.1629	-1.32578	-1.18358	-0.979533	-1.60103	-1.46665	-0.827076	-1.88645	-0.208009	-0.182554	-0.356731	-0.909994	-0.491551	-1.24782	-0.828878	-1.48836	-0.691379	-0.996402	-0.47124	-0.744326	-0.0901659	-1.28126	-0.166533	-0.382092	-0.0152044	-0.896999	-1.1791	0.387256	0.47065	-0.323962	-0.189292	-0.705489
22	426	640	236	159	186	186	276.41	207.85	294.306	204.978	313.259	209.309	348.18	210.323	365.307	209.246	385.052	211.006	331.988	254.922	-4.37663	16.2177	4.42308	-1.28602	-1.16066	-0.978951	-1.50085	-1.43144	-0.922137	-1.74704	-0.390848	-0.160592	-0.309106	-1.01847	-0.465435	-1.22467	-0.830872	-1.4361	-0.59213	-0.991835	-0.460895	-0.72668	-0.145963	-1.37209	-0.120551	-0.537385	-0.0505712	-0.679952	-1.14202	0.231667	0.387065	-0.312973	-0.0697499	-0.509333
23	426	640	237	158	184	184	276.841	207.258	293.957	204.675	313.351	208.586	347.948	209.479	365.409	208.581	384.477	210.038	331.134	251.699	-4.26595	16.0139	4.44186	-1.26433	-1.26251	-0.925985	-1.59509	-1.2788	-0.742081	-1.43983	-0.0216675	-0.399844	-0.344591	-1.29632	-0.639581	-1.24661	-0.82932	-1.76129	-0.424218	-0.987052	-0.530888	-1.29121	-0.252503	-1.60357	-0.231362	-0.377452	-0.403925	-0.777025	-0.977182	0.172653	0.490953	-0.32652	-0.0469958	-0.736349
24	426	640	235	157	186	186	276.09	205.868	294.062	203.197	312.925	207.695	347.836	209.059	364.961	207.795	384.701	210.111	330.727	252.627	-4.24862	16.4771	4.90941	-1.05221	-1.2789	-0.801162	-1.64673	-1.36906	-0.815635	-1.72738	0.0859014	-0.0760254	-0.450243	-0.86208	-0.491356	-1.22488	-0.830047	-1.57955	-0.530155	-1.00819	-0.612634	-0.990856	-0.192466	-1.49374	-0.123386	-0.417749	-0.229838	-1.10219	-0.983291	0.279899	0.588525	-0.418013	-0.0874625	-0.77883
25	426	640	234	157	187	187	275.272	205.84	293.76	204.28	312.252	207.693	347.3	209.08	364.546	208.437	384.311	210.154	330.683	252.826	-4.51208	15.9159	5.09204	-0.926423	-1.30398	-0.679397	-1.65891	-1.30389	-0.809734	-1.73286	0.166764	0.124797	-0.515346	-0.757802	-0.58076	-1.23117	-0.830731	-1.54959	-0.616564	-0.956276	-0.486114	-0.827628	-0.161379	-1.46436	-0.200727	-0.267697	-0.129062	-0.935489	-1.0804	0.294551	0.535941	-0.352765	-0.140536	-0.785521
26	426	640	234	158	186	186	274.793	207.746	292.615	205.205	311.607	209.12	346.492	210.054	363.986	208.701	383.326	210.652	329.944	253.699	-4.18441	15.2842	5.04018	-1.30092	-1.2852	-1.03053	-1.31909	-1.03624	-1.05929	-1.53173	-0.0264995	-0.638038	-0.184827	-1.15265	-0.584506	-1.23868	-0.830191	-1.5165	-0.458265	-0.99363	-0.618438	-0.892534	-0.26091	-1.43022	-0.238787	-0.347177	-0.161948	-0.781658	-1.04697	0.148532	0.513772	-0.349709	-0.0846046	-0.603796
27	426	640	232	157	189	189	272.877	207.409	291.284	205.635	310.351	208.67	345.862	209.49	364.013	209.062	383.355	209.962	329.459	253.23	-4.00218	15.8514	4.74809	-1.19485	-1.16461	-0.976923	-1.36737	-1.41729	-0.991661	-1.89108	-0.0945648	-0.338731	-0.215669	-1.07145	-0.804882	-1.24102	-0.825673	-1.48046	-0.601896	-0.902406	-0.330426	-0.797655	-0.172179	-1.40827	-0.284279	-0.216463	-0.0603146	-0.982571	-1.09048	0.237918	0.466883	-0.330186	-0.128749	-0.742102
28	426	640	232	158	187	187	273.343	207.42	290.993	205.043	310.487	208.887	345.686	209.907	364.148	208.971	382.853	210.592	329.065	254.434	-4.16385	16.2861	5.16363	-1.12523	-1.29933	-0.781766	-1.48597	-1.37349	-1.01351	-1.7594	0.220136	-0.38646	-0.318351	-0.916728	-0.712251	-1.24852	-0.826002	-1.42474	-0.600593	-0.948131	-0.498637	-0.835057	-0.164667	-1.43404	-0.245387	-0.25692	0.0297055	-1.12785	-1.0431	0.251328	0.515457	-0.386705	-0.145552	-0.644773
29	426	640	236	163	180	180	275.836	210.13	291.228	210.025	311.517	212.142	345.335	213.691	362.447	214.476	381.05	214.951	328.829	254.677	-4.79759	11.7377	3.74154	-2.84201	-1.01828	-1.02481	-0.790047	-1.79786	0.0992612	-1.99933	0.699031	-1.89023	0.881645	-0.970499	0.0243079	-0.934112	-0.748172	-1.31429	-0.981267	-0.954081	-0.287992	-1.241	-0.5997	-0.650835	-0.0217237	0.0639902	0.0306727	-0.47816	-1.18457	0.561133	0.72081	-0.650044	-0.247838	-1.0681
30	426	640	234	161	183	183	274.189	208.75	291.902	209.912	310.526	210.656	344.965	212.1	363.376	211.562	381.335	213.241	328.221	253.908	-4.50327	14.1767	3.68108	-1.65695	-1.14034	-0.735648	-1.08432	-1.79444	-0.158837	-2.17606	0.561933	-0.688513	0.21792	-0.781362	-0.138124	-1.21843	-0.830696	-1.35124	-1.21963	-0.721576	0.423984	-1.21844	-0.372431	-1.13163	-0.17516	-0.178253	-0.214733	-0.828911	-1.12729	0.510059	0.541624	-0.549177	-0.110123	-0.709046
31	426	640	234	160	183	183	274.505	208.197	291.299	207.089	310.887	209.826	345.366	211.005	363.718	210.414	381.774	211.868	328.258	253.12	-4.43565	15.5645	3.58948	-1.13892	-1.22394	-0.597862	-1.61486	-1.47253	-0.615319	-1.75121	0.502682	-0.228984	-0.391692	-0.892132	-0.775635	-1.25109	-0.824192	-1.44902	-0.956184	-0.920766	-0.291917	-1.45475	-0.341913	-1.19541	-0.249525	-0.364316	-0.237939	-0.492425	-1.02532	0.434152	0.642571	-0.43939	-0.106012	-0.727521
32	426	640	234	159	185	185	274.221	208.362	291.669	206.497	310.911	209.877	345.682	210.946	364.445	209.721	382.397	211.688	329.046	253.959	-4.40838	15.3204	4.57082	-1.31877	-1.13684	-0.854751	-1.34645	-1.36368	-0.898963	-1.6496	0.381259	-0.778777	-0.138917	-1.05301	-0.612886	-1.24655	-0.825335	-1.4209	-0.894721	-0.964445	-0.558668	-1.04879	-0.306202	-1.33938	-0.0906003	-0.41666	-0.0619446	-0.759084	-1.03123	0.255147	0.594109	-0.397441	-0.0646137	-0.545308
33	426	640	233	159	185	185	273.552	207.556	290.811	205.836	310.3	209.326	345.128	210.635	364.164	209.999	381.905	211.63	328.399	253.031	-4.25745	15.9611	4.79941	-1.05986	-1.16069	-0.748844	-1.64519	-1.43958	-0.743882	-1.83431	0.286018	-0.114217	-0.44126	-0.758627	-0.613679	-1.25264	-0.823613	-1.53697	-0.837409	-0.945882	-0.572921	-1.13415	-0.343868	-1.18908	-0.152713	-0.351702	-0.118377	-0.668109	-0.978787	0.337415	0.648466	-0.471208	-0.087005	-0.660889
34	426	640	234	159	184	184	274.01	207.966	291.457	205.497	310.462	209.357	345.006	210.312	364.232	209.538	381.48	210.936	329.114	253.087	-4.38782	15.7012	4.9102	-1.24923	-1.1982	-0.632049	-1.7937	-1.36254	-0.626196	-1.6507	0.346734	-0.146311	-0.52545	-0.67083	-0.79531	-1.2418	-0.829778	-1.58947	-0.724456	-0.985038	-0.610889	-1.16735	-0.26176	-1.34125	-0.145652	-0.48523	-0.311365	-0.695418	-1.00665	0.257486	0.607621	-0.298772	-0.0499271	-0.384081
35	426	640	232	158	188	188	273.693	207.514	291.196	206.179	310.89	209.296	346.144	210.614	363.66	209.654	383.371	211.613	329.034	254.008	-4.32059	15.3708	4.49596	-1.28092	-1.25939	-0.814612	-1.29951	-1.49786	-1.01758	-1.90307	0.18775	-0.558508	-0.130001	-0.937797	-0.69305	-1.2522	-0.827683	-1.51562	-0.708445	-0.989757	-0.526862	-0.892515	-0.210836	-1.52636	-0.226334	-0.414065	-0.0358057	-1.03501	-0.985687	0.334267	0.565021	-0.371758	-0.14575	-0.66899
36	426	640	234	159	185	185	274.445	207.618	291.657	205.69	311.213	209.365	346.06	210.654	363.933	209.951	382.857	211.627	328.607	252.838	-4.02413	15.5024	4.60441	-1.18264	-1.30319	-0.641779	-1.63721	-1.37844	-0.90215	-1.71762	0.104625	-0.0906436	-0.454006	-0.916753	-0.633569	-1.25184	-0.828483	-1.66993	-0.56154	-0.986501	-0.636725	-1.32818	-0.236896	-1.40434	-0.164626	-0.363231	-0.291854	-0.736111	-0.968091	0.3145	0.636901	-0.421122	-0.0626436	-0.741788
37	426	640	234	159	186	186	274.418	208.203	291.679	206.574	311.249	209.697	346.152	210.746	363.756	210.173	383.006	211.465	329.128	254.084	-4.34318	15.2926	4.54101	-1.3685	-1.21593	-1.08051	-1.29866	-1.36374	-0.900454	-1.74469	0.0124686	-0.712574	-0.0778989	-1.01724	-0.523741	-1.24888	-0.828874	-1.5369	-0.667019	-0.973245	-0.614164	-1.10844	-0.306211	-1.52822	-0.187478	-0.394601	-0.123358	-0.926248	-1.10001	0.27237	0.533553	-0.409166	-0.0561407	-0.644874
38	426	640	234	161	184	184	274.849	208.497	291.873	208.392	311.223	210.748	345.702	212.518	362.466	213.867	382.116	214.004	328.908	254.523	-4.92343	11.7513	3.35531	-2.2453	-1.08925	-0.656488	-0.843906	-1.71568	0.018406	-1.94681	0.374134	-0.992245	0.519847	-0.980536	-0.193258	-1.17799	-0.830046	-1.28976	-1.10803	-0.857045	-0.0293638	-0.725485	-0.451122	-0.916555	-0.122857	-0.24161	0.0808129	-0.598811	-1.26014	0.546011	0.678593	-0.650395	-0.169775	-0.777469
39	426	640	234	162	183	183	275.002	209.255	291.943	210.039	311.312	211.246	345.727	212.77	362.896	212.882	382.071	213.997	328.651	254.398	-4.64002	12.0717	3.5461	-2.19159	-1.18981	-0.769988	-0.958948	-1.76368	0.0783411	-2.05055	0.602483	-1.12902	0.482384	-0.975751	-0.226579	-1.16581	-0.829388	-1.26175	-1.07481	-0.871372	-0.0163059	-0.719889	-0.472272	-0.860334	-0.137261	-0.145008	0.0848303	-0.673587	-1.24379	0.604323	0.669269	-0.604908	-0.156616	-0.866602
40	426	640	235	160	183	183	275.087	208.417	292.963	206.674	311.338	209.923	345.692	210.988	364.285	209.937	381.967	211.731	329.303	253.118	-4.70128	16.0018	4.07558	-1.20519	-1.24537	-0.702669	-1.29597	-1.60163	-0.514766	-1.89585	0.543892	-0.486845	-0.0836079	-0.920272	-0.518252	-1.23515	-0.827795	-1.46324	-0.990295	-0.822122	0.160384	-1.24393	-0.382701	-1.31575	-0.284636	-0.487448	-0.338793	-0.539793	-1.00845	0.43432	0.525032	-0.305654	0.0635412	-0.398142
41	426	640	234	159	186	186	274.431	207.473	292.125	204.907	311.221	209.091	346.087	210.257	364.676	209.519	382.902	211.101	328.849	254.306	-4.41588	15.3631	4.0585	-1.2433	-1.20692	-0.858602	-1.40446	-1.32843	-1.02427	-1.63161	0.164448	-0.593412	-0.227191	-0.926277	-0.885317	-1.24888	-0.819434	-1.40573	-0.863164	-0.961198	-0.45522	-0.771115	-0.210862	-1.14768	-0.141414	-0.353178	0.0950154	-0.781278	-1.11467	0.272617	0.566937	-0.424671	-0.127741	-0.629329
42	426	640	234	158	186	186	274.75	206.916	293.042	203.93	311.592	208.703	346.509	210.028	364.015	209.092	383.38	211.038	329.326	253.548	-4.42498	15.9605	4.2477	-1.25317	-1.22361	-0.671314	-1.4461	-1.44728	-0.787872	-1.78521	0.0990553	-0.181733	-0.28741	-0.835959	-0.80965	-1.25219	-0.81271	-1.4602	-0.949697	-0.973767	-0.499956	-0.887979	-0.168557	-1.36326	-0.169295	-0.272567	0.0229106	-0.625693	-1.08856	0.332711	0.613728	-0.383612	-0.0570709	-0.730536
43	426	640	233	157	187	187	274.401	206.158	292.457	203.747	311.442	207.927	346.547	209.233	364.426	207.703	383.617	210.222	329.293	253.49	-3.73146	17.5877	4.44273	-0.93932	-1.26777	-0.715116	-1.69685	-1.18445	-0.887917	-1.59146	-0.181333	0.335143	-0.585048	-0.8955	-1.04396	-1.24984	-0.817704	-1.37997	-0.753335	-0.916843	-0.153725	-0.706664	-0.077474	-1.24697	-0.15415	-0.376811	-0.00195844	-0.807225	-1.20275	0.378	0.595956	-0.435877	-0.13101	-0.787621
44	426	640	233	156	188	188	274.238	205.762	293.674	202.211	311.544	207.195	346.897	208.18	365.718	207.146	384.224	208.827	329.891	253.701	-3.84149	15.8719	4.91962	-1.31175	-1.17669	-0.813962	-1.56723	-1.41497	-0.791076	-1.7421	-0.210366	-0.0608522	-0.371601	-1.43364	-0.953701	-1.2404	-0.80558	-1.30196	-0.720416	-0.873851	-0.106737	-0.458072	-0.0130228	-1.16658	-0.250128	-0.277179	0.178431	-0.717567	-1.24857	0.286589	0.535462	-0.377891	-0.0754387	-0.724361
45	426	640	235	157	185	185	275.449	205.819	293.744	202.132	312.166	207.673	346.964	209.064	365.588	207.583	383.712	210.145	329.611	252.898	-3.7602	14.8185	4.47292	-0.999994	-1.22449	-0.854254	-1.7197	-1.06065	-0.674605	-1.45633	-0.0332244	0.106222	-0.553638	-0.947779	-1.06029	-1.21037	-0.830197	-1.4667	-0.61563	-0.983957	-0.435594	-0.928716	-0.177592	-1.17523	-0.065856	-0.318599	-0.185561	-0.764054	-1.15641	0.16962	0.540441	-0.467423	-0.00570171	-0.658121
46	426	640	235	156	186	186	276.179	204.679	294.005	202.192	313.055	206.606	348.006	208.064	365.916	206.876	384.914	209.215	330.835	252.051	-3.80944	15.0554	4.87232	-1.3132	-1.1374	-0.945553	-1.56921	-1.26764	-0.767301	-1.76029	-0.214189	-0.0934194	-0.380953	-1.2765	-0.797882	-1.20728	-0.827191	-1.52558	-0.595395	-0.963267	-0.348878	-0.902165	-0.0957983	-1.25378	-0.106131	-0.337934	-0.191068	-0.791411	-1.33668	0.231951	0.421304	-0.373097	0.00366085	-0.752304
47	426	640	236	157	184	184	276.683	204.461	293.615	201.875	313.099	206.679	347.617	208.416	365.927	207.112	384.071	209.867	330.594	251.309	-3.91543	14.5362	5.26526	-1.47711	-1.27292	-0.792678	-1.45482	-1.31216	-0.663137	-1.86496	0.455619	-0.593037	-0.214473	-1.06047	-1.03176	-1.19117	-0.829378	-1.68462	-0.547027	-0.917752	-0.141654	-1.0789	-0.153705	-1.39207	-0.131136	-0.416097	-0.182895	-0.792588	-1.25937	0.352974	0.488616	-0.467922	0.0834705	-0.810454
48	426	640	234	157	185	185	274.755	205.259	293.329	202.962	311.367	207.384	346.069	209.031	363.594	208.596	382.717	210.384	328.284	252.038	-4.51945	16.4677	4.20579	-1.04156	-1.33604	-0.932789	-1.82815	-1.10453	-0.678288	-1.56373	0.0653485	-0.0123403	-0.585135	-1.12351	-0.917403	-1.20608	-0.830733	-1.53471	-0.484902	-0.970202	-0.393367	-0.963473	-0.197588	-1.07288	-0.0416984	-0.51781	-0.309956	-0.498573	-1.15114	0.190261	0.550721	-0.525889	-0.0514529	-0.798808
49	426	640	232	157	186	186	273.879	205.175	292.579	202.356	310.822	207.361	345.839	209.063	363.837	209.274	382.82	210.471	328.271	252.795	-4.25297	16.5382	4.3602	-0.914456	-1.29445	-0.847219	-1.88217	-1.08383	-0.819609	-1.45936	0.0946774	0.0506668	-0.662771	-1.32919	-0.949113	-1.22918	-0.825488	-1.374	-0.549608	-0.910768	-0.211027	-0.812107	-0.177156	-1.20996	-0.201906	-0.347657	-0.172401	-0.81957	-1.16758	0.231812	0.568481	-0.536493	-0.0494614	-0.796038
