FrameNumber	FrameRows	FrameCols	FaceBoxX	FaceBoxY	FaceBoxW	FaceBoxH	left_eye_lateral_x	left_eye_lateral_y	left_eye_pupil_x	left_eye_pupil_y	left_eye_medial_x	left_eye_medial_y	right_eye_medial_x	right_eye_medial_y	right_eye_pupil_x	right_eye_pupil_y	right_eye_lateral_x	right_eye_lateral_y	nose_tip_x	nose_tip_y	Roll	Pitch	Yaw	anger	contempt	disgust	joy	fear	sadness	surprise	neutral	negative	positive	confusion	frustration	AU1	AU2	AU4	AU5	AU6	AU7	AU9	AU10	AU12	AU14	AU15	AU17	AU18	AU20	AU23	AU24	AU25	AU26	AU28	
110	426	640	238	150	185	185	282.309	195.236	300.685	194.57	318.872	199.485	353.548	203.145	371.414	203.074	390.192	206.623	332.971	244.32	-5.58884	13.1178	1.84793	-0.764185	-1.2247	-0.71291	-1.79694	-0.95629	-0.674679	-1.78714	0.489401	0.297481	-0.68313	-1.63693	-1.22865	-1.22891	-0.83086	-1.35346	-0.0658093	-0.869751	-0.575353	-1.63373	-0.0623381	-0.770232	-0.318164	-0.545035	-0.512236	-0.85425	-0.729019	0.263608	0.462415	-0.429937	-0.186857	-1.57269
111	426	640	239	150	184	184	283.439	195.025	300.492	194.34	319.719	199.481	354.13	203.341	371.569	203.904	390.496	207.033	333.381	244.494	-6.17575	12.3353	2.59553	-1.01758	-1.24173	-0.781385	-2.02354	-0.810384	-0.955644	-1.51733	0.662198	-0.275533	-0.772454	-1.58178	-1.41798	-1.23798	-0.829511	-1.44046	-0.0229181	-0.895629	-0.620206	-1.75308	0.0147364	-0.633362	-0.242863	-0.490386	-0.472145	-0.83244	-0.767522	0.281629	0.538024	-0.428707	-0.214511	-1.46267
112	426	640	239	150	186	186	282.774	195.396	300.838	195.198	319.377	199.642	354.092	203.298	371.579	204.192	390.776	206.772	333.524	244.299	-5.31809	12.0918	2.47286	-0.785274	-1.22119	-0.744881	-1.86549	-0.878281	-0.878862	-1.67858	0.429175	0.1886	-0.737442	-1.7841	-1.34073	-1.24274	-0.82847	-1.40655	-0.0198881	-0.885982	-0.719324	-1.58023	-0.0154551	-0.602765	-0.297312	-0.530805	-0.400049	-0.663172	-0.809987	0.237644	0.537676	-0.401079	-0.197506	-1.54467
113	426	640	239	150	185	185	283.181	195.019	300.662	194.446	319.607	199.377	354.156	203.142	371.346	203.758	390.665	206.733	333.761	244.255	-5.76186	13.0599	2.44814	-0.950697	-1.1977	-0.776591	-1.99157	-0.831632	-0.879571	-1.58249	0.605954	-0.109506	-0.771345	-1.77353	-1.42828	-1.23176	-0.830912	-1.44271	0.019774	-0.831888	-0.486907	-1.59302	-0.0596243	-0.774069	-0.347138	-0.559465	-0.428229	-0.618135	-0.772896	0.294203	0.470354	-0.382884	-0.16148	-1.51036
114	426	640	239	151	184	184	283.153	195.57	300.546	194.412	319.437	199.802	353.849	203.449	371.758	203.709	390.214	206.916	334.205	244.315	-6.2061	13.0457	2.27199	-0.947945	-1.34621	-0.78974	-1.90842	-0.858057	-0.855705	-1.70082	0.732281	-0.210221	-0.695978	-1.87921	-1.32709	-1.22755	-0.82914	-1.56745	-0.037859	-0.837348	-0.567447	-1.60866	-0.0691829	-0.634791	-0.226258	-0.517774	-0.485432	-0.66434	-0.758304	0.172631	0.427813	-0.338683	-0.164104	-1.39899
115	426	640	240	154	181	181	283.001	198.388	300.108	197.484	318.809	202.19	352.766	205.435	371	207.498	388.647	208.483	332.931	245.379	-7.39421	10.1669	1.53818	-1.24114	-1.15165	-0.158421	-1.16347	-1.74322	-0.48716	-1.9509	0.828659	-0.26941	-0.0596586	-1.06695	-0.272034	-1.12202	-0.827092	-1.27062	-0.736467	-0.40674	0.914177	-1.35668	-0.45824	-1.33224	-0.0577505	-0.23504	-0.550767	-0.358418	-0.847836	0.486517	0.365334	-0.511768	-0.229649	-0.994369
116	426	640	239	152	183	183	282.851	196.739	300.214	195.315	318.975	200.929	353.236	204.539	371.559	204.92	389.441	207.967	332.71	245.307	-6.69266	12.1538	2.37754	-0.756526	-1.16536	-0.325459	-1.5783	-1.35124	-0.753142	-1.90007	0.847867	0.134021	-0.518039	-1.37561	-0.744326	-1.23214	-0.824696	-1.37465	-0.679708	-0.820099	-0.180353	-1.82952	-0.161586	-0.429653	-0.195151	-0.366249	-0.335656	-0.613358	-0.859436	0.382514	0.501474	-0.445839	-0.201804	-1.43648
117	426	640	239	151	184	184	282.515	196.088	300.182	194.565	318.708	200.293	353.035	203.915	371.129	203.665	389.308	207.356	332.702	245.404	-6.86866	12.6899	2.61874	-0.727657	-1.23826	-0.475045	-1.79843	-1.20441	-0.629594	-1.83828	0.892153	0.154063	-0.65205	-1.44469	-0.920447	-1.2208	-0.827053	-1.36149	-0.529347	-0.849402	-0.357456	-1.74071	-0.0891288	-0.608797	-0.186752	-0.467407	-0.245858	-0.589029	-0.781261	0.327203	0.485928	-0.473885	-0.208926	-1.47773
118	426	640	240	152	182	182	283.276	195.797	301.168	194.623	319.109	200.045	353.095	203.711	370.836	203.747	389.01	207.204	333.341	243.907	-7.08081	12.3753	3.60826	-1.05494	-1.27581	-0.529771	-1.8442	-1.11372	-0.643916	-1.63935	0.988526	-0.318135	-0.603414	-1.19877	-1.24312	-1.19982	-0.830185	-1.52203	-0.260313	-0.789294	-0.338177	-1.85559	-0.21266	-0.654196	-0.166294	-0.436526	-0.660936	-0.441941	-0.618882	0.198499	0.364051	-0.446465	-0.25588	-1.34058
119	426	640	240	153	181	181	283.586	196.942	300.274	196.141	319.271	201.444	353.12	205.353	371.704	205.424	388.892	209.103	332.931	245.387	-7.00612	12.4812	2.01951	-1.2067	-1.2255	-0.432862	-1.59118	-0.893673	-0.736649	-1.56196	1.01225	-0.45254	-0.470771	-1.32481	-0.79082	-1.1096	-0.798761	-1.48187	-0.191054	-0.94811	-0.695687	-2.14462	-0.205639	-0.896889	0.0235224	-0.273588	-0.527252	-0.576243	-0.772477	0.339644	0.37583	-0.501857	-0.311076	-1.38263
120	426	640	239	152	183	183	283.221	196.725	300.963	196.971	319.372	201.13	353.661	204.942	371.328	206.052	389.896	208.585	333.598	245.825	-6.95025	12.2667	2.15696	-0.872124	-1.2669	-0.396605	-1.61428	-1.11427	-0.895243	-1.72392	0.564535	0.147683	-0.568201	-1.43603	-0.614923	-1.21073	-0.830853	-1.53288	-0.367535	-0.926693	-0.7602	-1.73917	-0.185098	-0.62326	-0.131044	-0.520944	-0.427847	-0.654093	-0.83873	0.219168	0.545694	-0.454197	-0.200435	-1.34328
121	426	640	240	152	183	183	283.145	197.091	300.577	196.748	319.225	201.051	353.441	204.443	371.503	205.6	389.596	207.643	333.254	245.415	-7.16264	12.125	2.11242	-0.871167	-1.10445	-0.566716	-1.75944	-1.1428	-0.660477	-1.73128	0.756129	0.00288095	-0.60881	-1.2175	-1.11859	-1.19501	-0.827689	-1.55074	-0.136753	-0.898981	-0.693923	-1.72564	-0.201579	-0.737558	-0.132226	-0.453399	-0.511617	-0.725725	-0.703391	0.155309	0.412141	-0.381902	-0.175335	-1.31875
122	426	640	239	152	183	183	283.028	196.611	300.383	196.042	319.09	201.03	353.293	204.857	371.275	205.629	389.439	208.516	333.67	245.155	-7.23907	12.5585	2.00175	-0.835491	-1.29854	-0.366616	-1.73403	-1.07561	-0.73244	-1.71179	0.79428	0.158495	-0.639345	-1.36991	-0.65677	-1.1732	-0.823694	-1.58552	-0.141821	-0.899804	-0.742029	-1.87599	-0.212172	-0.740172	-0.107793	-0.420085	-0.525448	-0.836869	-0.754465	0.222056	0.444639	-0.434121	-0.217423	-1.41732
123	426	640	240	152	184	184	283.432	196.62	300.421	196.739	319.634	201.036	353.971	204.858	371.353	206.279	390.258	208.512	334.413	245.171	-7.28415	12.4209	1.99451	-0.879265	-1.29205	-0.512947	-1.67377	-1.23241	-0.877182	-1.72385	0.706676	-0.131133	-0.537286	-1.28931	-0.903296	-1.21469	-0.830879	-1.68169	-0.169411	-0.89453	-0.625812	-1.71858	-0.19966	-0.744336	-0.151001	-0.484228	-0.436067	-0.691193	-0.76543	0.175746	0.524673	-0.384332	-0.167994	-1.187
124	426	640	240	152	184	184	284.141	197.153	303.447	196.628	320.368	201.394	354.727	205.05	375.33	204.845	391.036	208.528	333.479	246.341	-6.56319	11.822	0.62279	-0.916308	-1.18883	-0.819295	-1.767	-1.19871	-0.852745	-1.72085	0.451076	-0.175983	-0.565195	-1.06187	-1.29727	-1.18471	-0.823025	-1.40177	-0.401393	-0.907662	-0.360474	-1.62264	-0.314054	-0.838877	-0.0813405	-0.401877	-0.133464	-0.474722	-0.902525	0.360875	0.592915	-0.425043	-0.132772	-1.18664
125	426	640	242	153	181	181	285.01	197.444	302.392	196.859	320.794	201.561	354.732	205.104	374.826	204.934	390.595	208.467	334.08	245.684	-6.5292	11.8443	0.949658	-1.09095	-1.2366	-1.21486	-1.86871	-1.24215	-0.646233	-1.66366	0.854255	-0.934613	-0.444038	-1.38191	-1.49928	-1.12323	-0.803769	-1.58973	-0.0417007	-0.936922	-0.306436	-1.9736	-0.35297	-0.945562	-0.276437	-0.395276	-0.372171	-0.479236	-0.776983	0.218552	0.404945	-0.313617	-0.174918	-1.29272
126	426	640	242	153	180	180	285.391	197.245	301.705	197.266	320.898	201.463	354.575	205.105	376.868	204.707	390.162	208.575	333.764	245.184	-6.35803	11.5163	-0.156998	-1.04322	-1.18073	-1.03293	-1.83798	-1.35483	-0.782773	-1.69846	0.806819	-0.794345	-0.466029	-1.0149	-1.47547	-1.14101	-0.793873	-1.63381	-0.0156326	-0.985813	-0.114499	-2.28125	-0.362647	-0.901087	-0.133903	-0.539792	-0.645845	-0.66538	-0.744634	0.288496	0.256801	-0.307514	-0.138414	-1.16884
127	426	640	243	153	180	180	285.953	197.282	304.192	197.12	321.481	201.457	355.178	205.057	375.891	204.758	390.787	208.483	333.801	245.745	-6.4392	11.5718	0.105081	-1.15367	-1.1417	-0.964846	-1.79254	-1.39617	-0.794862	-1.72568	0.714757	-0.758777	-0.436201	-1.04583	-1.46801	-1.18167	-0.811064	-1.63986	-0.253109	-0.98175	-0.110043	-2.21545	-0.27043	-0.861831	-0.228856	-0.482493	-0.602467	-0.563898	-0.829999	0.297239	0.42968	-0.342784	-0.193962	-1.10829
128	426	640	241	153	182	182	284.423	197.002	301.608	195.24	320.281	201.204	354.29	204.827	376.018	205.143	390.229	208.273	333.271	245.763	-6.49641	11.3289	-0.421954	-0.852568	-1.06366	-0.815842	-1.92192	-1.39074	-0.565126	-1.83895	0.834352	-0.232949	-0.613195	-0.906866	-1.42897	-1.21041	-0.824812	-1.49497	-0.410492	-0.932135	0.0117833	-1.96898	-0.359572	-0.688358	-0.257664	-0.402388	-0.427629	-0.493338	-0.916956	0.286422	0.504896	-0.424801	-0.199951	-1.41318
129	426	640	241	153	182	182	284.613	196.81	297.873	196.598	320.476	201.341	354.494	205.276	375.678	205.405	390.445	209.051	333.388	245.479	-6.07204	11.1703	-1.08238	-0.933096	-1.04627	-0.688057	-1.70298	-1.39532	-0.650239	-1.88577	0.920859	-0.350672	-0.476042	-0.97648	-1.17411	-1.19923	-0.814922	-1.50945	-0.397303	-0.939817	-0.111536	-2.06336	-0.340351	-0.697114	-0.264786	-0.42197	-0.457877	-0.474149	-0.869939	0.343994	0.490856	-0.48116	-0.159345	-1.24076
130	426	640	242	153	181	181	284.496	197.699	303.077	197.691	320.298	201.645	354.251	205.027	376.125	204.876	390.128	208.219	332.908	246.22	-6.56983	11.9182	-0.24182	-0.789123	-1.1643	-0.794308	-1.86378	-1.38048	-0.585118	-1.69271	0.65953	-0.151052	-0.587014	-0.939886	-1.50501	-1.19924	-0.8252	-1.45389	-0.501698	-0.905297	-0.164405	-1.69966	-0.367769	-0.661491	-0.205924	-0.364438	-0.340485	-0.312547	-0.898712	0.359936	0.637697	-0.439396	-0.178348	-1.33229
131	426	640	239	152	184	184	283.248	196.72	300.751	196.239	319.464	201.174	353.814	205.033	371.371	205.964	390.115	208.724	333.796	246.039	-6.61405	12.6728	2.46352	-0.813288	-1.32395	-0.359	-1.72012	-1.15486	-0.87111	-1.87341	0.769659	0.189794	-0.639086	-1.22324	-0.887021	-1.22844	-0.830909	-1.56544	-0.345675	-0.88852	-0.591755	-1.60408	-0.158011	-0.58597	-0.240828	-0.539542	-0.384589	-0.681898	-0.807794	0.25579	0.574278	-0.438563	-0.201857	-1.29787
132	426	640	239	152	184	184	282.942	196.62	300.574	196.195	319.165	201.119	353.523	205.019	371.639	205.55	389.832	208.755	333.626	245.965	-6.86023	12.6977	1.98838	-0.773376	-1.33581	-0.372177	-1.8159	-1.12341	-0.853921	-1.83443	0.825782	0.201799	-0.702942	-1.23194	-0.703858	-1.22283	-0.830557	-1.57204	-0.262456	-0.900285	-0.654121	-1.54697	-0.144976	-0.474314	-0.178668	-0.573638	-0.354259	-0.783475	-0.872199	0.297623	0.60623	-0.429343	-0.233549	-1.37544
133	426	640	239	152	184	184	282.967	196.561	300.279	197.064	319.126	201.065	353.423	204.971	371.311	205.222	389.669	208.713	333.253	245.188	-6.71525	12.6032	2.12658	-0.883355	-1.31029	-0.484614	-1.70324	-1.10315	-0.860265	-1.80801	0.871313	-0.107291	-0.582814	-1.18928	-0.666444	-1.21196	-0.826417	-1.57379	-0.116132	-0.933872	-0.73105	-1.75926	-0.166923	-0.673985	-0.217224	-0.457041	-0.533052	-0.874118	-0.713664	0.224817	0.474669	-0.467963	-0.248694	-1.41954
134	426	640	239	152	185	185	282.684	196.674	300.06	196.86	319.031	201.163	353.506	205.053	371.308	205.31	389.94	208.776	333.202	246.354	-7.01539	12.3862	2.3376	-0.85957	-1.2226	-0.315027	-1.71204	-1.12053	-0.954202	-1.70104	0.624205	0.195402	-0.651629	-1.21919	-0.768422	-1.23262	-0.830772	-1.52434	-0.238155	-0.89397	-0.693168	-1.61239	-0.176906	-0.588959	-0.19931	-0.504222	-0.345584	-0.848143	-0.952652	0.318007	0.540992	-0.48	-0.281884	-1.34585
135	426	640	239	152	184	184	282.782	196.874	299.657	196.73	319.049	201.204	353.447	204.944	371.392	206.535	389.798	208.51	333.493	245.948	-6.89266	12.3636	2.28811	-0.813337	-1.30849	-0.314883	-1.79207	-1.12811	-0.707669	-1.79182	0.757143	0.334676	-0.691568	-1.18987	-0.792148	-1.2221	-0.830828	-1.56453	-0.208426	-0.927062	-0.681893	-1.61338	-0.210842	-0.668924	-0.263099	-0.511885	-0.378026	-0.696838	-0.845122	0.253575	0.602116	-0.444876	-0.189368	-1.30401
136	426	640	239	152	184	184	282.556	196.444	299.6	196.231	318.76	200.854	353.1	204.67	371.632	205.607	389.39	208.317	333.254	245.549	-7.02762	12.6259	2.20051	-0.701315	-1.33624	-0.33864	-1.83401	-1.21607	-0.792411	-1.77894	0.89787	0.188761	-0.699736	-1.19717	-0.761255	-1.22124	-0.829768	-1.5147	-0.255245	-0.90958	-0.649025	-1.6458	-0.148147	-0.603554	-0.215032	-0.539454	-0.391102	-0.824843	-0.75619	0.237546	0.534433	-0.424894	-0.245321	-1.32463
137	426	640	239	152	184	184	282.669	196.88	300.539	196.821	318.939	201.324	353.341	205.173	371.546	205.995	389.697	208.853	333.351	245.792	-6.92246	12.8822	1.9428	-0.731403	-1.21282	-0.338666	-1.67585	-1.21677	-0.802411	-1.72198	0.654619	0.277155	-0.616688	-1.29879	-0.491704	-1.21033	-0.829178	-1.54826	-0.284748	-0.894039	-0.696138	-1.6423	-0.245912	-0.446814	-0.189306	-0.482474	-0.341634	-0.673829	-0.84055	0.249298	0.547633	-0.465309	-0.221052	-1.37123
138	426	640	239	153	184	184	282.784	197.22	300.398	197.119	318.997	201.542	353.344	205.275	371.408	205.63	389.64	208.833	333.162	246.366	-6.79972	12.6433	2.96191	-0.896202	-1.24015	-0.287175	-1.66727	-1.14332	-0.94507	-1.63263	0.692206	0.059037	-0.601109	-1.32267	-0.713888	-1.2135	-0.827395	-1.51606	-0.245642	-0.918922	-0.67941	-1.60843	-0.168552	-0.524491	-0.0805762	-0.548647	-0.385446	-0.82424	-0.920285	0.290304	0.5268	-0.453116	-0.222674	-1.34037
139	426	640	239	152	183	183	282.818	196.656	300.483	196.572	318.917	201.09	353.156	204.93	371.076	205.183	389.34	208.603	332.988	246.08	-6.90211	12.4846	1.95411	-0.780329	-1.32039	-0.411782	-1.76091	-1.1367	-0.749814	-1.78423	0.915262	0.0647679	-0.637308	-1.11864	-0.732194	-1.20549	-0.827979	-1.53194	-0.300464	-0.903756	-0.680674	-1.76311	-0.184428	-0.60351	-0.187562	-0.508843	-0.371702	-0.856194	-0.854457	0.315243	0.464134	-0.446725	-0.21756	-1.31744
140	426	640	241	155	179	179	283.699	198.563	300.326	197.965	318.999	202.711	352.479	206.289	371.432	207.426	387.858	209.693	331.806	246.614	-7.85117	11.3485	1.54546	-1.54912	-1.16736	-0.652399	-1.32805	-1.28058	-0.239441	-1.922	1.18433	-0.877285	-0.0624395	-1.06973	-0.970998	-1.06381	-0.80452	-1.1938	-0.832455	-0.7721	0.0326185	-1.70645	-0.304142	-1.07385	0.0666061	-0.194864	-0.432512	-0.265651	-0.955867	0.520074	0.560467	-0.616786	-0.224841	-1.06558
141	426	640	241	155	182	182	283.56	199.274	299.324	199.59	319.415	203.223	353.419	206.607	370.198	209.141	389.35	209.801	332.963	246.35	-7.64094	10.0261	0.686936	-1.75994	-1.09012	-0.238727	-1.21491	-1.78027	0.0959435	-2.03247	0.669172	-0.248475	0.026636	-1.18262	-0.296706	-1.04869	-0.821901	-1.25199	-0.875813	-0.589141	0.450106	-1.16008	-0.493282	-0.753317	-0.0393559	-0.236054	-0.269915	-0.272611	-1.03511	0.557244	0.585095	-0.549491	-0.219135	-1.09341
142	426	640	240	154	182	182	282.645	198.353	300.221	196.891	318.489	202.487	352.484	206.046	370.66	206.912	388.407	209.424	332.942	246.645	-7.48137	11.3815	1.44815	-1.20872	-1.09314	-0.28321	-1.52721	-1.2896	-0.542217	-1.82767	1.00647	-0.234922	-0.398719	-1.28831	-0.52451	-1.19952	-0.829984	-1.18992	-0.807733	-0.833839	-0.257638	-1.70576	-0.302278	-0.794089	-0.00802485	-0.310572	-0.316754	-0.456653	-0.896962	0.369363	0.608106	-0.447705	-0.222742	-1.07378
143	426	640	240	154	181	181	283.317	197.732	300.513	196.912	318.961	201.893	352.766	205.479	371.389	206.69	388.489	208.889	333.328	245.636	-7.46167	11.5697	1.93034	-1.06983	-1.19326	-0.473885	-1.66445	-1.16918	-0.501413	-1.76575	1.07914	-0.29493	-0.481133	-0.917236	-1.08402	-1.18629	-0.830078	-1.4272	-0.383722	-0.859597	-0.4379	-1.82225	-0.345254	-0.834036	-0.005841	-0.316588	-0.567107	-0.376096	-0.687549	0.30576	0.568423	-0.395596	-0.197981	-1.21294
144	426	640	239	153	183	183	282.889	197.145	300.081	197.151	319.011	201.694	353.274	205.643	370.924	206.9	389.484	209.431	332.803	246.098	-7.30266	12.3382	2.30191	-0.843949	-1.21437	-0.0820107	-1.62449	-1.35709	-0.79755	-1.88008	1.00016	0.166997	-0.570237	-0.971432	-0.573395	-1.22396	-0.830667	-1.49971	-0.551753	-0.906849	-0.653581	-1.9267	-0.114011	-0.690786	-0.0875221	-0.469623	-0.362465	-0.838099	-0.857369	0.416289	0.579981	-0.522578	-0.185751	-1.22643
145	426	640	239	153	182	182	282.664	197.475	299.887	197.007	318.582	201.751	352.648	205.444	370.375	205.849	388.648	208.964	332.06	246.203	-7.38334	12.0479	1.89256	-0.913457	-1.12935	-0.353562	-1.72945	-1.20709	-0.565475	-1.83153	1.09653	-0.0351998	-0.585927	-0.964417	-0.731303	-1.17904	-0.828153	-1.37949	-0.491168	-0.894591	-0.641171	-1.88341	-0.156502	-0.78695	0.0223101	-0.437304	-0.404951	-0.722173	-0.803578	0.407234	0.558778	-0.516085	-0.276739	-1.38499
146	426	640	239	153	182	182	282.855	197.156	300.043	196.073	318.615	201.536	352.533	205.328	371.08	206.305	388.377	208.954	332.068	245.477	-7.20979	12.3023	2.06569	-0.98667	-1.22252	-0.436992	-1.68424	-1.14189	-0.580502	-1.8064	1.06282	-0.175009	-0.531198	-0.790448	-0.98766	-1.16501	-0.816461	-1.43055	-0.287573	-0.898878	-0.600117	-2.06323	-0.176863	-0.838333	0.0452215	-0.269748	-0.495536	-0.725849	-0.736559	0.394483	0.565848	-0.479029	-0.288839	-1.27946
147	426	640	239	153	183	183	282.977	197.468	300.2	196.655	318.986	201.738	353.139	205.423	371.179	206.003	389.23	208.934	332.702	246.366	-7.17874	12.4505	1.96162	-0.943676	-1.16135	-0.426058	-1.68048	-1.22851	-0.683633	-1.76818	0.991856	-0.184994	-0.530979	-1.14663	-0.852263	-1.20698	-0.830689	-1.49107	-0.416966	-0.926719	-0.678986	-1.77952	-0.180149	-0.659871	-0.0589796	-0.448066	-0.37537	-0.793401	-0.855521	0.334739	0.548689	-0.486522	-0.206174	-1.35682
148	426	640	240	153	183	183	283.281	197.322	299.791	196.745	319.387	201.432	353.63	204.966	371.22	206.299	389.814	208.315	333.238	244.707	-6.83366	12.1275	1.92395	-0.821671	-1.18483	-0.478195	-1.74578	-1.27356	-0.817186	-1.83699	0.831253	-0.0254721	-0.60109	-1.22374	-1.06057	-1.21449	-0.829008	-1.61091	-0.19347	-0.904423	-0.687261	-1.77535	-0.180885	-0.938825	-0.0932039	-0.530703	-0.584743	-0.623044	-0.648701	0.279462	0.477054	-0.403064	-0.226884	-1.23136
149	426	640	240	153	182	182	283.441	197.112	300.127	196.584	319.323	201.49	353.357	205.279	371.734	205.863	389.323	208.901	332.928	245.496	-7.15192	12.57	2.02818	-0.963043	-1.20655	-0.521936	-1.65469	-1.17516	-0.65688	-1.78115	0.929424	-0.214872	-0.502248	-0.950536	-0.835554	-1.15884	-0.815281	-1.5183	-0.242542	-0.876505	-0.608913	-1.81972	-0.194005	-0.774926	-0.045646	-0.455696	-0.504471	-0.627663	-0.833021	0.359626	0.527237	-0.523033	-0.254273	-1.44587
150	426	640	240	152	183	183	283.089	197.211	300.139	197.031	319.251	201.381	353.548	204.97	371.229	206.321	389.79	208.378	333.053	245.722	-7.06637	12.1854	2.02195	-0.956454	-1.19262	-0.298635	-1.76997	-1.35637	-0.655431	-1.80211	0.802955	0.116095	-0.609449	-1.19243	-0.977189	-1.22257	-0.830828	-1.57311	-0.409872	-0.897228	-0.672496	-1.70639	-0.201746	-0.624212	-0.17909	-0.535027	-0.395338	-0.633075	-0.777751	0.23255	0.539446	-0.48865	-0.210944	-1.35388
151	426	640	239	153	183	183	282.579	197.504	299.644	196.822	318.683	201.701	352.925	205.317	371.957	204.017	389.11	208.753	332.794	246.317	-7.24111	12.8658	2.17281	-0.938181	-1.11318	-0.499278	-1.52698	-1.22945	-0.713801	-1.71393	0.835765	-0.239683	-0.421021	-1.24136	-0.725244	-1.19907	-0.827792	-1.52798	-0.344365	-0.924936	-0.754137	-1.66181	-0.228767	-0.750786	-0.0970865	-0.490811	-0.374111	-0.735981	-0.864781	0.308174	0.552197	-0.409695	-0.203132	-1.277
152	426	640	242	156	179	179	284.372	199.798	299.812	199.594	319.685	203.765	353.176	207.172	369.544	209.434	388.565	210.395	333.043	246.546	-8.1546	9.57446	1.09497	-2.03296	-1.07413	-0.273842	-1.12544	-1.81226	0.0453451	-2.07078	0.997773	-0.806175	0.207048	-1.19544	-0.386235	-0.885688	-0.78323	-1.33192	-0.659524	-0.724092	0.435884	-1.54286	-0.411697	-1.27504	0.0466092	-0.29124	-0.443516	-0.197343	-0.879543	0.524894	0.513128	-0.559055	-0.181033	-1.0371
153	426	640	240	155	182	182	283.082	199.176	299.174	199.101	319.046	203.209	353.153	206.67	368.592	208.391	389.194	209.944	333.187	246.189	-7.70928	10.4401	0.729934	-1.83479	-1.02122	-0.296654	-0.991845	-1.84875	0.0153063	-2.11216	0.672699	-0.483033	0.242814	-0.997012	-0.292076	-1.08243	-0.818945	-1.277	-0.882424	-0.561237	0.634805	-1.2134	-0.416448	-0.987887	-0.0477043	-0.244339	-0.363981	-0.200718	-0.980521	0.496476	0.524921	-0.469342	-0.129985	-0.973604
154	426	640	239	154	183	183	283.051	198.058	299.867	197.977	319.128	202.477	353.346	206.303	372.123	207.14	389.509	209.962	332.782	246.216	-7.62921	11.4712	1.25708	-1.41563	-0.943956	-0.465019	-1.4091	-1.51989	-0.421863	-1.75159	0.849303	-0.575313	-0.186254	-1.18131	-0.574894	-1.20586	-0.830809	-1.28124	-0.865694	-0.845363	-0.187315	-1.78496	-0.340573	-0.775251	-0.188011	-0.375143	-0.372153	-0.405906	-0.935971	0.464047	0.576957	-0.483164	-0.215726	-1.23819
155	426	640	240	154	181	181	283.461	197.84	300.454	197.113	319.199	201.964	353.094	205.515	371.545	206.557	388.911	208.886	333.771	245.775	-7.53134	12.1831	1.58075	-1.19355	-1.10076	-0.652618	-1.53227	-1.19136	-0.623422	-1.7364	1.06691	-0.69154	-0.324843	-1.18566	-1.16157	-1.21753	-0.829152	-1.52758	-0.501559	-0.898173	-0.554127	-1.86289	-0.287786	-0.661165	-0.121457	-0.469425	-0.563447	-0.348491	-0.70977	0.346838	0.517967	-0.383853	-0.18716	-1.12506
156	426	640	239	153	184	184	283.327	197.027	300.553	196.735	319.59	201.664	353.986	205.695	371.221	206.046	390.338	209.568	333.027	245.885	-7.23428	12.9614	2.00331	-1.03524	-1.10405	-0.291216	-1.438	-1.36898	-0.836612	-1.84976	0.699545	-0.0664403	-0.389916	-1.11569	-0.770953	-1.22179	-0.830654	-1.44982	-0.603399	-0.915777	-0.542881	-1.91316	-0.202787	-0.608489	-0.118972	-0.423403	-0.333207	-0.805798	-0.869918	0.358234	0.560758	-0.538277	-0.24229	-1.13019
157	426	640	239	153	183	183	283.156	197.076	300.044	196.629	319.164	201.649	353.318	205.623	371.7	205.806	389.415	209.438	332.34	245.514	-7.08755	12.3834	2.26933	-0.89971	-1.1876	-0.254362	-1.66274	-1.28066	-0.652672	-1.84359	1.03404	0.0213557	-0.554344	-0.979547	-0.610281	-1.18668	-0.822914	-1.49163	-0.400998	-0.930664	-0.620656	-1.93099	-0.160623	-0.732456	-0.102764	-0.398049	-0.44338	-0.743153	-0.855749	0.44229	0.519569	-0.531806	-0.254527	-1.42528
158	426	640	240	153	182	182	283.87	196.693	300.306	197.123	319.598	201.318	353.488	205.343	371.302	206.1	389.306	209.215	333.215	243.906	-7.26102	12.6061	2.33461	-0.930779	-1.29397	-0.451755	-1.63903	-1.28756	-0.612995	-1.99596	1.04884	-0.130919	-0.488241	-0.87845	-0.999164	-1.18031	-0.814775	-1.72899	-0.0716867	-0.881955	-0.638085	-2.11255	-0.132379	-0.704687	-0.167681	-0.424477	-0.777107	-0.488594	-0.583268	0.416989	0.539801	-0.486996	-0.254583	-1.26153
159	426	640	239	152	183	183	282.584	197.109	299.975	196.654	318.754	201.34	353.058	204.987	371.579	206.189	389.309	208.456	333.019	245.894	-7.19931	12.4378	2.03337	-0.792911	-1.2433	-0.384716	-1.67447	-1.33493	-0.607726	-1.84719	0.848904	0.127998	-0.551354	-1.06861	-0.770687	-1.22174	-0.83087	-1.50771	-0.396448	-0.910556	-0.605608	-1.78762	-0.15641	-0.650597	-0.0845709	-0.473599	-0.378578	-0.536588	-0.860591	0.252883	0.558957	-0.472583	-0.234168	-1.33036
